V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
18521.85546875,16828.89,16471.877,16023.906,16390.016,15280.32,15339.443,15566.84,15312.156,17149.52,17865.816,19776.23,22659.332,23653.055,24614.941,25117.488,25085.652,25181.158,25485.87,25149.324,23623.494,22086.295,21229.578,19540.023,18663.979,17076.752,16387.74,15898.839,16376.371,15714.648,15371.279,15687.36,15896.564,17054.012,18324.021,19627.57,22140.87,23036.81,24517.16,25272.117,25613.21,25117.488,25458.582,24669.516,23446.125,22234.102,21525.762,20610.492
856.8114013671875,748.9793,735.448,756.37274,768.2301,726.1016,727.6361,766.1376,795.99023,871.8075,953.3093,1060.7578,1230.6666,1282.9785,1323.1539,1327.3389,1296.7888,1288.419,1305.2981,1266.7966,1131.9717,1043.2856,993.8684,893.1507,860.43835,761.67365,743.3994,729.31006,779.2504,742.84143,718.28973,792.0843,820.1234,898.45166,959.0636,1053.9922,1179.6102,1248.8014,1310.878,1341.8467,1343.2417,1295.2543,1283.6759,1242.803,1132.1809,1048.8656,982.4993,917.28394
2320.517333984375,2218.508,2199.9163,2104.613,2101.1238,2049.6558,2037.661,2014.7621,1978.56,2040.7142,2042.0227,2121.6238,2229.576,2319.5903,2385.8337,2432.3948,2492.2593,2521.1555,2509.161,2558.0117,2516.5757,2461.8364,2436.9746,2418.3284,2335.7559,2277.6636,2195.9363,2139.5068,2119.552,2047.693,2027.6292,2008.4376,2007.7834,2004.9482,2062.4136,2155.863,2234.1829,2306.1782,2416.6929,2431.3044,2483.754,2516.1394,2532.7139,2515.049,2536.2034,2484.081,2445.48,2421.9268
1674.2633056640625,1489.5267,1465.9276,1302.3225,1339.0826,1250.813,1246.7285,1189.0923,1132.8176,1308.4492,1300.2803,1478.8618,1729.0631,1918.2811,2039.5669,2090.8494,2182.0688,2244.6973,2220.1904,2260.5813,2134.8708,1992.3687,1933.7113,1867.9062,1696.4016,1543.3054,1440.2864,1350.8821,1374.2543,1243.5518,1250.3591,1163.2241,1213.1453,1228.1216,1357.2357,1524.4716,1731.7648,1816.5101,2030.9441,2121.483,2195.6838,2186.6072,2255.589,2188.4226,2140.7705,2062.0312,1987.8303,1939.4977
107079.8828125,100878.1,99456.68,97747.59,99245.16,94997.83,95251.65,95962.36,94930.14,101741.1,104304.734,111284.914,122212.07,126150.586,129577.22,131565.52,131379.38,131700.89,132766.95,131717.81,126099.82,120486.06,117192.69,111086.086,107629.836,101758.02,99092.87,97383.78,99042.1,96689.99,95353.18,96275.41,97129.95,101250.375,106034.97,110910.52,120376.07,123671.56,129298.01,131988.55,133257.67,131514.75,132817.72,129949.49,125685.234,121040.24,118485.08,115124.016
2012.1768798828125,1855.5221,1818.0815,1673.1694,1666.0217,1582.9717,1554.7212,1521.0247,1447.5049,1552.679,1558.4652,1685.0824,1848.0339,1987.564,2096.333,2185.935,2257.923,2312.0417,2312.7227,2385.2212,2315.4456,2222.8652,2183.2122,2158.7056,2046.2137,1937.9286,1814.5077,1716.2261,1684.4016,1572.08,1542.1274,1512.5154,1504.0061,1509.452,1589.0984,1732.9042,1855.7773,1966.5035,2141.1768,2174.0222,2252.137,2305.2344,2341.3135,2322.9336,2354.2476,2268.4746,2211.633,2174.873
2215.3671875,2027.6847,1985.2125,1801.7668,1808.1217,1714.7042,1683.3533,1631.6664,1541.4263,1689.2844,1678.6929,1845.404,2042.0892,2218.015,2337.276,2448.911,2546.1414,2609.479,2593.38,2677.6885,2591.685,2482.3804,2430.9053,2409.7222,2248.9424,2115.1975,1978.6458,1865.7397,1838.4136,1691.8264,1666.8303,1630.3954,1619.8038,1617.262,1728.4733,1899.8446,2050.8271,2180.415,2400.4016,2445.7334,2523.8992,2591.685,2633.6277,2603.124,2639.1353,2538.7273,2463.5273,2411.6287
2829.850341796875,2569.8064,2512.9434,2362.4646,2435.2769,2258.794,2280.9841,2262.9546,2209.5588,2463.3618,2544.1487,2823.089,3248.8677,3458.1165,3627.3184,3706.3716,3744.1646,3797.5603,3812.1228,3814.2031,3607.9016,3381.49,3255.1086,3052.5562,2863.0493,2625.2825,2485.899,2403.725,2451.9197,2314.2698,2287.9187,2247.6987,2292.0793,2416.207,2611.0667,2832.104,3215.9287,3331.0415,3602.0073,3719.2004,3798.9473,3760.114,3841.2478,3732.7227,3590.912,3424.8308,3314.7456,3222.17
3534.748291015625,3283.7258,3232.234,3123.83,3187.1785,3018.8137,3037.7844,3041.172,3006.6184,3261.7063,3353.5107,3637.478,4062.8784,4240.3896,4394.5264,4464.6504,4484.976,4520.207,4535.113,4522.9175,4310.175,4081.0022,3947.3606,3727.2075,3559.986,3337.25,3211.5693,3136.3643,3190.2275,3078.436,3040.4946,3046.5923,3077.0808,3229.8625,3421.9407,3628.3315,4014.9436,4137.7446,4375.217,4485.6533,4550.018,4493.1064,4557.471,4442.631,4286.4614,4109.458,4007.152,3886.2988
427.57635498046875,362.88766,351.51947,292.08307,306.11972,268.17694,267.44586,249.169,222.41167,276.365,272.27097,332.14597,403.80957,467.68723,510.38196,537.1393,562.28827,584.1474,594.67487,599.7924,564.92017,522.59094,503.87543,487.35312,434.45074,379.11752,344.9398,306.55835,313.35736,270.6626,267.44586,239.08017,252.23952,251.94708,288.3546,344.2087,406.28607,436.20532,499.56207,545.4736,567.8444,569.01416,594.09,581.22314,574.2048,542.47614,522.3716,510.30887
35064.84765625,32469.477,31917.195,30648.35,31333.457,29582.238,29791.965,29743.027,29309.594,31931.178,32836.5,35724.613,40075.57,42008.55,43644.42,44388.953,44661.598,45095.03,45241.84,45171.93,43043.203,40682.03,39350.266,37138.41,35363.707,33021.758,31686.496,30875.553,31413.852,30183.455,29826.918,29715.064,30085.582,31536.191,33528.598,35684.414,39635.145,40872.53,43431.2,44570.715,45269.805,44773.45,45486.523,44343.51,42805.516,41019.34,39963.715,38826.82
34038.09375,31583.148,31051.992,29893.402,30544.07,28877.562,29070.107,29056.828,28638.543,31138.305,32014.715,34759.31,38904.83,40712.426,42246.145,42966.527,43185.63,43584.0,43743.344,43643.754,41612.074,39372.91,38108.094,35981.8,34320.273,32087.75,30839.527,30079.309,30603.826,29455.197,29109.945,29030.271,29375.523,30779.773,32668.703,34706.19,38459.984,39640.152,42053.598,43132.516,43783.184,43291.86,43969.086,42873.574,41396.293,39676.668,38690.707,37588.555
1154.153076171875,1063.0206,1045.9911,1027.1106,1044.6337,985.52405,988.48566,1000.3323,991.2005,1089.9222,1127.0664,1232.1896,1391.2705,1445.6909,1492.9539,1516.4004,1516.6472,1517.8811,1531.949,1514.9196,1429.5251,1349.1287,1297.0221,1208.6969,1158.9042,1078.5693,1039.9443,1018.8426,1040.8082,1009.5874,986.2644,1010.08105,1022.42126,1086.2202,1154.4617,1227.8088,1362.8263,1413.2361,1489.4987,1530.4683,1547.0042,1517.6344,1531.949,1486.2902,1422.2444,1356.2242,1316.3345,1262.2689
5874.83154296875,5614.035,5236.017,4912.748,4565.095,4076.2158,3770.2876,3595.8179,3383.7883,3329.2666,3449.2146,3607.9336,3864.1865,4194.3467,4511.179,4970.223,5125.8755,5416.545,5795.4717,6026.8867,6028.704,6032.339,6108.67,6127.449,6022.6465,5692.4863,5253.585,4889.803,4533.8965,4149.5176,3850.859,3469.8118,3509.7944,3500.1016,3525.5452,3650.3396,3870.85,4201.616,4718.665,4961.8174,5010.13,5413.516,5782.75,5926.324,6121.997,6057.177,6030.5215,6168.038
21134.029296875,19819.766,19177.967,18015.463,17672.504,16631.744,16079.443,15856.742,15147.066,15604.347,16040.842,16900.47,18172.84,19376.543,20434.746,21448.04,21886.02,22561.547,23087.123,23663.18,23125.727,22628.36,22453.166,22242.342,21629.17,20503.041,19297.111,18186.201,17624.994,16610.959,16150.708,15637.01,15672.642,15729.06,16135.861,17230.068,18150.57,19318.64,20679.719,21315.902,21917.197,22566.002,23078.215,23113.848,23597.854,22828.79,22588.271,22447.229
34567.45703125,32274.242,31841.879,29988.092,30601.31,29188.363,29290.094,28804.04,28159.734,30143.516,30386.543,32641.61,35839.816,38019.29,39562.23,40243.273,41014.742,41639.266,41757.953,41995.33,40364.785,38720.113,37845.5,36677.695,34862.06,32816.812,31497.121,30632.395,30883.9,29425.738,29340.96,28498.844,29058.371,29504.863,30994.11,33003.324,35800.254,36728.562,39183.562,40418.477,41277.55,41175.82,41995.33,41266.246,40472.17,39364.418,38406.438,37873.758
356.9309997558594,329.80322,324.83246,323.21075,327.44122,311.01297,310.02588,316.16003,314.18582,342.38882,354.53372,383.67316,430.2059,444.80096,457.2808,463.4502,461.82852,461.47598,466.1295,459.255,433.27298,410.5167,396.6267,369.84268,358.67606,333.64587,324.47992,318.94507,327.0182,317.5702,310.80145,320.42572,323.88058,342.74136,362.28955,381.9259,419.87656,434.5421,456.5757,466.69354,471.9111,462.11057,464.3668,452.59204,432.10962,413.03732,400.07275,384.82553
2619.810302734375,2443.8384,2403.4897,2406.2886,2433.8096,2331.4216,2327.2236,2375.0356,2362.6746,2545.9932,2641.8506,2824.3748,3126.9688,3222.3596,3294.661,3342.2397,3319.3833,3306.3223,3351.5688,3298.1594,3116.7065,2966.39,2877.7043,2697.4758,2631.705,2455.9663,2407.4546,2373.403,2433.1099,2375.0356,2327.2236,2399.0583,2432.177,2557.4214,2681.2664,2815.709,3050.4692,3156.1223,3293.9612,3359.9653,3381.4224,3317.051,3333.8435,3252.2131,3105.7446,2975.4858,2891.9314,2785.8118
1492.7391357421875,1407.6768,1391.5367,1320.5837,1341.5448,1291.448,1294.1729,1275.9369,1248.8972,1323.8328,1330.7499,1414.9607,1531.3729,1613.0946,1671.0518,1697.0435,1727.0177,1750.9132,1759.5072,1764.7474,1703.9606,1644.117,1613.7234,1572.1158,1504.5559,1426.2273,1377.3881,1343.3264,1354.5406,1299.6228,1296.6882,1261.6833,1283.902,1297.1074,1352.5493,1426.6465,1529.1392,1564.3602,1654.0734,1704.6942,1737.4982,1733.7252,1765.7955,1738.127,1710.2489,1668.4316,1634.37,1617.1296
306.3611755371094,271.8456,261.0857,228.33081,224.45538,201.83627,192.81842,186.03642,167.47906,186.63264,191.4024,217.338,251.28531,280.41394,306.8456,329.3902,344.14667,357.41257,363.11392,378.6902,365.12616,349.0282,342.39526,338.07266,316.49692,290.36105,260.88074,236.37979,226.61668,200.79288,191.70052,183.57701,181.19214,180.67044,194.75615,227.02658,250.78224,278.98395,315.80756,326.03647,342.9915,357.4871,367.51105,365.2752,376.3053,356.6673,347.05322,340.1967
204.11349487304688,163.92531,138.04633,103.81444,86.743355,50.755653,26.046158,21.329819,-3.9948578,9.641495,24.713272,51.57589,93.766594,133.2531,168.51668,206.24097,214.95593,242.22867,265.24643,281.54855,264.4262,247.45764,247.09879,236.17944,222.08171,180.2114,143.12152,104.48088,82.84725,49.730362,33.428246,11.179443,15.17807,19.791885,30.249847,61.88006,92.48498,129.90808,173.26506,200.6275,216.34009,240.94705,262.2731,266.5793,279.08786,254.73721,247.8165,249.2519
22007.439453125,20497.828,20191.984,19221.52,19625.39,18635.32,18772.557,18580.424,18298.107,19678.324,20070.432,21644.74,24023.85,25303.1,26295.13,26706.842,27046.016,27379.307,27406.754,27504.781,26353.945,25089.4,24387.53,23333.006,22198.592,20866.408,20021.418,19539.125,19762.627,18925.479,18800.004,18474.555,18772.557,19382.283,20474.3,21769.234,23900.826,24537.51,26120.643,26804.87,27304.805,27136.2,27614.57,27014.646,26273.564,25399.166,24740.426,24263.035
532423.3125,495434.22,488269.03,461562.44,471240.06,448116.06,451093.8,444859.16,436670.38,469006.78,476730.28,513998.56,568400.5,600725.25,625663.8,635620.6,646321.94,655348.2,656092.6,659442.56,632317.25,603656.5,588372.3,565387.9,536959.75,504739.66,483523.25,470867.88,475892.8,453792.38,451559.06,440671.72,449232.72,460585.34,486035.72,517604.44,566458.0,581835.25,620592.4,638179.6,651253.8,648741.3,660838.4,647252.44,631479.75,612031.4,596188.9,586557.75
5200.93994140625,4998.4233,4966.141,4757.2856,4804.337,4702.3926,4698.733,4626.588,4549.2144,4756.5015,4721.736,4947.8433,5209.141,5438.3525,5564.476,5644.4634,5757.909,5821.167,5786.6626,5851.489,5717.6543,5570.7495,5502.5254,5453.383,5216.7705,5060.766,4928.761,4831.783,4856.8774,4690.891,4700.824,4597.834,4647.4995,4648.545,4795.188,4994.5024,5220.316,5324.188,5576.5005,5678.968,5753.7266,5757.125,5837.3735,5761.83,5737.259,5637.406,5550.622,5490.2397
1349.0208740234375,1264.3743,1157.4323,1061.617,967.7751,830.3922,745.24176,698.2158,638.08984,627.0052,675.0388,729.1186,814.605,920.7492,1016.1446,1149.4442,1188.8389,1278.482,1378.9159,1444.0804,1430.3086,1420.7354,1436.8586,1432.8278,1399.5737,1294.2693,1166.1027,1054.7731,956.6904,846.8513,769.76245,664.6259,681.4209,680.4132,695.5287,746.24945,814.77295,919.0697,1068.167,1142.065,1165.4939,1275.375,1368.503,1408.3071,1459.1959,1428.965,1416.2008,1448.4471
-152.0531005859375,-2.7803955,52.869507,496.10455,740.3093,1365.5522,1964.6069,2087.0369,2641.5718,2494.9177,2693.948,2593.1235,2384.9272,2280.1748,2005.8534,1778.0161,891.0551,494.14044,89.53296,88.22351,145.18286,-307.21802,-211.63123,-176.2771,-215.55945,274.8144,177.91809,413.61176,1199.6562,1588.1519,1870.3296,2139.413,2303.0894,2788.2256,2538.1284,2446.4697,2598.361,2380.999,1956.7505,1422.839,918.06165,449.62048,395.28003,93.46118,-226.03467,-136.34009,112.44763,-88.54675
-114.6317138671875,-5.8919067,29.216919,360.80005,544.146,1003.9739,1453.5615,1552.0613,1956.3003,1855.85,1996.2852,1924.1172,1771.4913,1697.3728,1493.5466,1321.6598,666.1735,368.11438,67.2514,67.2514,104.31073,-229.22296,-159.00531,-127.797485,-158.03009,195.9837,125.2785,297.40918,877.9254,1175.373,1388.7078,1577.4177,1712.0015,2066.503,1887.0579,1823.1793,1927.0427,1770.5161,1456.975,1066.0238,691.7737,333.49323,289.11957,62.862854,-166.80731,-102.4411,79.92963,-64.894226
148.6259765625,272.25043,250.79114,490.1093,564.7505,832.05914,1205.1338,1564.7087,1791.6646,1857.9087,2020.2532,2238.5786,2148.0762,2191.9277,2001.5928,1820.1216,1504.9958,1185.9486,794.5053,714.9658,516.70026,276.44904,345.95862,316.1021,213.93701,387.01123,268.05188,262.9203,658.985,1101.5837,1326.5569,1420.3248,1738.4827,2013.722,1989.9302,2288.9614,2177.9326,2075.7676,1952.6096,1619.9899,1372.6244,1099.2512,745.7553,627.729,539.0926,415.00165,323.56622,276.44904
193.0059814453125,354.4303,325.83142,776.4212,950.556,1454.6891,2052.5625,2376.0466,2725.5874,2700.166,2836.8047,2910.5261,2711.6057,2726.8584,2447.2258,2149.4807,1462.9113,1024.5951,611.81934,600.37976,483.4425,102.760864,189.19275,255.28772,250.20349,477.08728,426.8805,567.3323,1298.6667,1739.5647,2110.078,2200.6406,2553.359,2930.863,2824.0942,2896.5444,2894.0024,2705.2505,2372.869,1936.8964,1436.2588,976.6127,698.2512,484.71362,280.07336,283.2511,409.0857,288.33533
185.31475830078125,292.7945,325.2025,591.8507,758.4032,1148.325,1525.1193,1651.8796,1926.3223,1872.9926,1991.1382,1943.5518,1813.0994,1747.0526,1562.0398,1409.2299,879.72815,614.8234,339.9707,364.99463,365.40485,78.65552,126.24194,169.72607,141.83063,421.19586,384.27533,524.9835,1040.5759,1287.8024,1489.8396,1618.6512,1745.4116,2043.6475,1914.8358,1859.0448,1948.4745,1799.5618,1523.8885,1210.3718,879.6256,602.9268,520.8812,343.66278,144.29199,195.16022,349.81616,217.72278
196.036376953125,271.36212,287.02386,524.1879,658.43176,1003.457,1354.635,1468.3694,1718.212,1671.2268,1783.8423,1742.8235,1633.1909,1580.612,1433.3169,1299.073,829.2197,595.59814,338.85687,345.19617,331.7718,84.91235,135.62671,175.15405,163.96704,378.75714,347.06067,449.23514,909.97577,1136.8618,1318.091,1434.8085,1575.7644,1831.5735,1727.9075,1692.8549,1737.6028,1623.8684,1394.1624,1117.3778,818.3124,567.81714,472.35492,323.19513,167.69604,196.78223,323.568,222.8852
-1.5486297607421875,19.630035,32.35431,89.57085,115.702576,206.99284,288.46234,297.17294,374.71417,359.34253,381.7168,366.17438,333.2962,324.50024,281.88672,256.86517,133.80692,82.22663,32.183517,30.73175,35.001633,-19.65297,-8.380447,-12.308746,-14.1875,58.656837,44.822388,82.141235,187.0311,235.43031,272.15137,307.84766,325.7812,392.3061,353.3647,339.35947,363.44165,332.61304,274.5425,203.2994,137.79926,73.85764,66.001045,29.023788,-15.72467,-0.35305786,32.268906,5.283203
11.98309326171875,15.269859,20.312916,37.160736,44.875862,72.00424,95.1057,97.84049,120.0199,114.75104,122.277985,116.30661,108.22768,103.20972,91.36732,84.6307,48.40098,34.513763,18.105011,18.857708,20.689262,3.4525528,8.319977,7.517105,7.81818,28.542381,24.17675,34.76466,65.2143,80.17725,89.73648,101.87996,105.34235,125.18841,113.64708,110.38541,115.25284,106.77248,90.08774,69.25063,49.82483,31.879328,30.649927,18.355911,6.0618935,10.954411,19.710762,12.309261
-34.11799621582031,-26.480988,-20.900085,60.97757,126.11254,233.32454,379.30908,402.95447,484.0244,483.5838,518.0972,486.96167,459.0572,446.7205,387.093,265.74515,134.3003,8.913666,-37.49591,-14.144257,-25.746658,-136.6303,-109.31328,-91.395645,-71.42189,-12.675598,-16.934708,26.831284,197.35161,289.13354,367.85358,400.16403,434.97122,516.33484,507.37604,472.7157,488.2835,446.86737,352.0655,250.875,122.36746,23.306503,-27.362183,-77.88399,-74.065475,-49.245163,-63.784897,-67.45653
10.376495361328125,8.083176,18.090363,72.9214,122.33189,198.28487,308.71573,333.004,377.7236,380.64236,413.79117,393.5683,370.4267,359.89832,312.1557,230.16974,134.91905,48.737366,5.3728943,25.387268,9.646805,-63.009537,-49.875107,-38.200058,-23.397766,15.901291,11.835876,44.67195,181.88434,241.42783,295.47705,321.2247,340.92633,406.70276,392.42166,381.37207,389.71136,351.8717,293.70496,214.55957,125.823975,52.490067,18.507324,-24.127457,-24.857147,-7.344574,-24.127457,-16.622055
-80.13236999511719,-47.714615,-54.59427,6.697174,7.426834,73.513176,148.5688,217.36043,274.06543,292.2027,333.1679,367.25342,346.9272,361.8331,325.6628,286.8866,200.05707,137.82748,60.170822,47.29753,6.801407,-50.21631,-29.89006,-38.1248,-66.37306,-11.752808,-45.421402,-41.356155,30.25476,125.13662,176.83824,203.02782,271.98068,314.4052,322.8484,372.04834,368.50427,341.92383,313.67554,242.11674,172.23877,120.47201,47.089058,28.586967,12.534454,-6.3324738,-28.326508,-45.734116
-42.73588562011719,-6.388214,-9.843796,74.498184,76.80191,164.91943,260.3961,346.59384,411.0982,428.76007,469.33127,505.29498,479.44208,495.0562,446.67798,394.0762,276.1382,194.41994,108.414154,96.12761,51.076965,-16.371017,2.8266907,1.2908783,-20.210571,36.998642,3.9785614,12.297577,116.79716,228.90384,296.96774,323.81256,404.315,463.82794,468.17938,514.5099,505.80695,476.24243,434.13544,337.6989,251.43716,183.09328,102.65483,70.01871,49.79712,28.167694,16.137115,-5.6203003
-272.43707275390625,-231.21436,-255.29956,30.016998,169.20145,548.5717,937.1476,1049.4678,1305.1411,1338.4897,1437.1462,1352.385,1259.2866,1286.1509,1121.7233,701.39087,289.51147,-64.00775,-193.23395,-127.46289,-207.12921,-521.16266,-449.83356,-413.2426,-326.62866,-155.25348,-168.68561,-78.36621,366.5145,634.8093,932.7474,1104.5857,1222.2324,1425.5669,1420.4719,1348.2164,1372.3015,1310.6992,1014.7296,656.6944,245.85709,-22.785095,-219.63495,-359.05103,-296.9854,-258.0786,-295.1327,-351.6402
105.97630310058594,128.04845,125.85222,201.95169,206.01472,285.738,379.7917,455.1774,510.19305,511.18134,544.4543,569.38153,546.10144,559.16907,507.77716,458.25214,357.51364,286.09488,211.39551,201.73207,164.06668,109.051025,123.54617,128.37788,121.02051,156.70929,138.70018,148.80286,256.19867,345.71576,403.40118,421.90445,493.61148,551.48224,541.709,583.43744,567.1853,538.9637,498.33337,417.3473,341.45367,271.90173,211.17587,171.53386,157.36816,140.45717,138.37074,123.216736
40.01788330078125,106.562805,108.87738,307.6442,350.75375,562.8295,815.26624,1011.2845,1143.5063,1164.3379,1223.3604,1300.3209,1219.8884,1254.0288,1113.9951,971.06824,711.14514,498.30988,308.8015,288.25937,197.41107,39.43921,88.62457,105.40546,82.54877,171.37177,138.67798,172.52905,485.7242,713.35126,869.5149,920.2915,1099.8181,1263.866,1227.7002,1326.3602,1282.9614,1207.158,1083.616,872.4081,675.323,474.29584,306.7762,213.324,149.383,124.21167,129.13019,90.93921
-51.10272216796875,26.313232,152.2901,376.97232,459.1388,855.1918,1176.292,1147.437,1558.0935,1405.3729,1554.5746,1467.3057,1324.438,1232.5946,1041.518,928.3851,430.45972,237.09576,33.70294,24.553772,97.39514,-149.98401,-90.866394,-113.38739,-105.64581,260.67245,167.42142,400.72495,815.0763,956.36035,1093.5978,1312.1218,1256.1713,1576.3918,1360.3309,1327.2532,1411.0032,1259.3384,1025.3309,698.5345,404.94763,225.13147,218.44556,27.368896,-184.4693,-41.953552,30.887817,-40.89789
18.500640869140625,23.70996,59.269135,177.83746,299.74652,477.93878,695.7104,714.2827,855.16046,823.22516,895.02295,815.9774,794.00775,718.8125,597.5263,452.17535,250.54124,60.628082,-49.220337,2.4197388,41.602783,-187.60669,-134.15466,-86.59143,-85.685455,62.440002,54.512817,152.35716,455.40286,581.21893,666.7195,712.92377,740.3292,908.6125,867.844,765.01685,811.44763,724.47485,558.00354,414.19556,231.06297,72.17914,32.09015,-78.89072,-101.53989,-39.4812,-64.16876,-56.015076
-23.64990234375,-13.962036,1.657196,110.398605,208.71075,355.26453,547.5391,573.6371,691.0778,675.26086,733.78357,678.0288,650.1515,613.3771,517.8824,375.7771,201.04941,29.336823,-45.79361,-9.019226,-3.8787231,-178.85358,-140.10208,-108.072784,-85.138245,11.542786,5.01828,71.647125,317.5634,437.61145,534.2925,574.0325,610.21375,733.38806,715.59406,644.41785,677.238,618.9131,483.18396,349.82745,178.51028,47.921722,-10.600922,-88.10391,-92.058136,-57.65631,-69.91443,-77.22977
65.92300415039062,111.098694,105.85007,155.52457,211.57242,286.9277,427.98456,576.2583,681.8869,729.49945,789.2963,923.3237,879.83514,919.5747,868.02576,797.5442,698.0077,579.16376,401.46027,368.9375,278.30496,158.71124,185.32928,162.83514,88.417114,163.39752,85.043,84.66809,209.6979,387.12024,476.50507,530.84827,661.6422,773.17554,763.803,909.0775,905.3285,860.9026,838.40845,720.1269,620.68414,515.243,359.93985,343.72534,269.6822,235.56613,174.26965,139.96613
107.49014282226562,132.81546,139.66013,234.11667,282.64545,401.52036,529.9436,572.9282,673.1343,656.5701,693.66833,681.0741,637.67883,626.72736,571.97,526.1106,351.05798,260.87936,168.81845,175.25246,169.50293,86.40854,96.26489,109.269775,104.478485,177.57965,162.65825,206.32729,361.941,455.09708,531.5863,561.42914,620.84094,704.89355,668.47986,662.3197,684.3595,644.3866,567.17865,460.88083,356.2257,253.4871,217.41566,161.01552,107.07947,115.84067,161.5631,122.27466
231.1038818359375,205.04913,250.54153,234.82599,277.2166,326.8447,421.138,543.3471,702.80316,806.27246,924.8629,1108.2799,1129.3718,1245.5842,1212.0853,1151.7045,1013.1595,1003.64746,775.927,809.78784,566.6103,478.3137,397.15112,354.14014,266.05032,261.91464,226.9682,205.4627,249.30084,357.24188,456.91156,619.0299,688.31537,860.03625,887.84863,1080.9845,1154.1859,1126.0634,1227.8008,1109.5206,990.82684,910.59485,794.6926,707.7401,574.1062,478.41708,324.1565,301.20352
380.4912109375,480.15106,469.07776,858.2258,1015.6251,1422.1082,1934.9742,2136.9304,2485.4763,2448.038,2575.1177,2585.6636,2423.255,2432.7463,2219.1895,2002.4688,1375.5739,1026.1711,685.7984,685.7984,635.17755,337.25256,373.109,411.60193,402.11047,632.541,568.2103,708.99963,1285.4713,1668.16,1973.2036,2052.0352,2320.4312,2622.5747,2533.988,2547.6978,2599.3735,2460.6934,2180.6965,1800.5125,1394.8862,981.61426,809.7141,610.9217,440.07617,449.56763,589.82965,455.36792
16.7030029296875,40.909348,31.251266,121.35271,114.01744,209.71204,300.57758,361.09344,443.98187,455.47382,490.5608,505.59808,478.94666,495.20648,458.4079,397.15848,278.86212,196.23349,126.36513,124.53133,100.56947,30.15097,43.4767,29.295197,22.32669,103.625824,60.22554,75.38507,162.67468,258.91174,333.83075,357.91486,433.10126,473.81195,487.87122,501.07468,519.2905,499.8521,451.56165,356.0199,258.7723,190.12077,130.15501,95.55704,86.51022,75.75185,71.35068,37.97525
-0.57513427734375,68.50958,27.308472,346.92914,345.68063,679.4512,1011.76514,1193.2166,1480.5837,1493.069,1616.6724,1642.475,1546.7552,1590.0372,1459.3589,1273.7458,831.4453,562.09045,306.14423,309.05743,257.03583,5.6674805,45.20392,8.996887,17.320312,257.86816,135.09723,202.93335,536.0797,859.1338,1097.7048,1173.2402,1422.3196,1593.7827,1602.9386,1612.0944,1689.5024,1620.834,1425.6489,1111.6466,777.9801,523.17834,347.34534,219.16412,169.63953,141.33978,167.55865,50.197937
38.72491455078125,74.569275,73.33328,200.28938,248.9353,379.72086,556.2609,628.1262,737.9547,731.4215,774.682,778.5666,727.1838,732.1278,663.0877,579.65686,377.8558,260.5891,146.43457,144.49225,122.24405,24.59906,38.724915,49.84903,50.378754,119.24231,101.761566,143.96255,335.5003,468.59235,572.8588,592.635,687.2782,788.4547,757.20123,774.682,778.91974,732.1278,643.4881,522.8886,380.2837,246.11014,180.16005,112.5325,63.621735,61.679443,106.7056,68.21265
465.02410888671875,577.88904,720.0423,842.63226,893.37695,1020.49774,1050.7893,1058.2974,983.2159,1062.1809,916.16034,688.5857,558.0709,373.3729,210.39426,47.286194,-27.795288,-86.82489,-141.19427,-114.26849,-80.093445,27.350769,117.70746,287.80588,391.23712,473.3737,734.02295,876.0306,970.27075,1002.89246,977.0022,1074.6082,994.34863,972.0831,873.4415,664.5726,534.65247,383.47006,216.349,99.06653,-13.814636,-51.614258,-120.99994,-79.05786,-59.89911,45.473877,138.16068,224.63385
33.0054931640625,46.736008,70.57451,106.68283,119.01108,186.69957,241.24182,236.27548,302.53247,279.1614,302.7662,286.17273,261.04883,244.9812,210.91785,191.34457,111.327835,79.22181,44.924744,44.45733,57.36985,14.483917,26.052597,21.84581,24.650337,85.940994,70.80822,113.34358,181.87929,205.16272,227.0439,263.15222,249.59698,304.75275,264.96347,262.56793,274.25348,246.90932,208.96053,154.49678,105.747986,76.18357,75.1903,42.412354,7.8231506,34.64147,43.756195,33.29763
345.8812255859375,690.386,961.41797,1376.6248,1392.5107,1734.2448,2007.6318,1999.5042,2027.5818,2183.4863,2001.721,1675.134,1498.5406,1175.6482,769.539,388.7365,299.33148,17.077698,-152.86566,-157.29901,-89.321594,-52.37738,-84.888306,62.14966,226.92084,480.7276,884.753,1323.0557,1539.9182,1761.5835,1918.227,2252.2026,1998.7654,2094.8203,2005.4153,1661.8341,1430.1938,1203.3564,919.4632,427.52792,279.7511,30.377625,6.7333374,-50.160767,-162.47113,-10.999878,-63.460693,8.211121
