V1,V2,V3,V4,V5,V6,V7,V8
7624.3466796875,7637.2476,7626.45,7694.039,7469.397,7518.1953,7453.341,7683.382
2593.90673828125,2607.896,2620.1165,2630.4075,2640.6985,2650.0247,2657.2607,2664.818
1347.8240966796875,1358.5349,1364.6554,1365.6217,1366.5881,1377.3794,1380.1176,1381.9697
2936.380859375,2957.0942,2974.0415,2987.223,3000.6133,3016.5146,3024.8838,3032.625
5458.2744140625,5788.325,5930.7793,5986.958,6107.342,6402.2812,6464.479,6480.5303
1802.6405029296875,1823.1427,1837.3108,1848.9786,1858.313,1876.4814,1882.1488,1887.6493
1448.21923828125,1478.2263,1488.5247,1493.3187,1506.1028,1531.3159,1536.1099,1537.3528
2393.164794921875,2400.816,2436.1245,2411.5403,2406.3037,2392.569,2438.0688,2425.4631
3846.81982421875,3883.4565,3929.3813,3955.182,4000.5908,4015.039,4050.1274,4067.6719
3097.259765625,3104.4333,3117.811,3122.4644,3141.8525,3134.4849,3152.9038,3162.9856
2304.754638671875,2334.4324,2357.426,2377.746,2398.8682,2421.5942,2432.0217,2442.7163
3418.392333984375,3437.6504,3453.8271,3470.2607,3481.8157,3493.6272,3506.2092,3525.4673
7692.8017578125,7756.197,7742.1094,7867.3345,8016.8223,7998.038,8035.6055,8138.134
4639.46435546875,4677.0757,4707.8784,4725.7114,4750.0293,4780.5073,4798.016,4801.5825
7305.07958984375,7308.998,7270.6006,7333.29,7333.29,7348.1787,7328.5884,7401.073
8807.947265625,8856.75,8862.85,8953.592,9037.471,8991.719,9073.311,9128.976
4272.0595703125,4305.1694,4329.032,4348.719,4371.986,4394.3574,4406.8853,4420.6064
4830.490234375,4873.474,4904.0728,4927.3857,4956.5273,4987.854,5002.789,5016.267
2714.90478515625,2736.1282,2744.7778,2755.67,2765.2805,2780.4973,2787.7053,2792.5105
1456.44677734375,1453.3461,1466.524,1493.0352,1502.1823,1496.1359,1523.7322,1552.1038
2976.95654296875,2976.6545,2986.4197,2985.2117,3000.0103,3004.943,3016.3188,3018.7349
1824.965576171875,1852.83,1874.6631,1878.7643,1900.9592,1918.088,1939.5592,1936.9055
5477.38818359375,5610.1943,5657.205,5689.3296,5725.371,5833.4966,5852.301,5874.2393
1333.845947265625,1345.5382,1354.3074,1362.8517,1370.9463,1379.3782,1382.6384,1388.8219
2783.031005859375,2803.1401,2823.2495,2840.7217,2859.5122,2859.5122,2886.5444,2904.3462
1140.693359375,1144.2888,1144.2032,1148.8259,1151.822,1150.538,1155.931,1163.122
2355.482177734375,2362.9055,2362.7288,2372.2732,2378.4592,2375.9849,2386.943,2401.7898
1759.84033203125,1797.5488,1815.7869,1821.4556,1833.2856,1867.2971,1879.1272,1880.113
2889.392578125,2937.467,2959.319,2950.0642,2970.1167,3003.5374,3014.078,3030.274
1610.1480712890625,1654.36,1666.1338,1668.2963,1674.3033,1712.2678,1724.282,1722.1194
4825.041015625,4891.6396,4924.24,4958.238,4980.127,5040.671,5052.78,5071.8745
6047.39697265625,6006.799,6022.023,6034.9917,6085.1753,6033.723,6040.6304,6086.8667
3765.07177734375,3804.046,3839.158,3861.9805,3887.261,3918.8618,3937.471,3945.898
1922.78125,1967.1604,1997.7166,2015.1771,2042.0956,2077.3806,2091.9312,2099.57
4156.798828125,4202.82,4241.6377,4265.649,4293.662,4332.8804,4354.09,4361.6934
6630.63330078125,6300.5356,6439.211,6554.915,6670.903,6373.7017,6418.509,6590.08
3594.877685546875,3645.371,3677.9976,3704.021,3722.2764,3768.497,3782.0913,3797.628
1321.188232421875,1338.0557,1349.9791,1357.8312,1371.3542,1382.1145,1388.6578,1393.1655
3664.212890625,3669.7222,3666.8423,3661.959,3686.8762,3666.5918,3676.7966,3692.01
1998.04052734375,2018.5933,2045.205,2064.6885,2081.0833,2097.2402,2114.5854,2123.852
2922.015380859375,2958.0747,2948.1008,2942.922,2950.2107,2971.1174,2980.8994,2972.8438
2410.768798828125,2435.002,2432.6545,2416.514,2424.2212,2443.0415,2442.1238,2423.2048
6113.27294921875,6254.3867,6354.342,6421.371,6503.687,6623.634,6668.32,6698.8945
6236.43994140625,6294.1274,6347.6943,6393.609,6444.8213,6480.729,6513.1045,6536.062
1413.3575439453125,1424.6217,1435.6948,1447.659,1456.9503,1463.5688,1471.3328,1479.9877
2129.29833984375,2150.1812,2168.744,2183.9314,2201.0173,2215.783,2224.8535,2234.3457
2198.045166015625,2229.8447,2250.2498,2270.3896,2274.3645,2306.4292,2314.644,2324.979
3065.194580078125,3047.2095,3052.5703,3065.1367,3086.4653,3053.608,3070.8438,3075.6858
3573.670166015625,3616.1885,3640.9907,3679.9658,3702.9966,3727.799,3753.0442,3772.9746
10447.390625,10482.662,10532.683,10572.442,10631.441,10646.191,10680.18,10714.168
4688.162109375,4736.746,4768.4077,4789.515,4815.718,4854.6577,4872.126,4880.4966
5314.171875,5367.585,5410.412,5439.284,5472.4873,5513.8706,5534.081,5550.442
10747.0654296875,11358.152,11680.672,11837.6875,12045.627,12593.059,12733.1,12788.268
2195.237548828125,2208.7634,2228.4165,2231.3066,2265.295,2267.6072,2285.873,2284.948
3034.112548828125,3065.793,3080.193,3095.7715,3103.3643,3122.739,3140.8047,3153.1104
1051.8714599609375,1048.9542,1040.1144,1046.1423,1049.7626,1043.5941,1043.1548,1048.4973
4951.359375,4988.006,5017.9575,5045.0903,5076.0986,5097.946,5116.621,5131.7734
5784.3115234375,5805.2803,5824.851,5845.354,5864.9253,5874.4775,5889.855,5902.669
2183.781494140625,1694.7527,2055.3772,2078.209,2011.2749,1664.7006,1917.8013,2315.357
5459.23583984375,5540.7847,5603.985,5649.516,5690.9697,5754.17,5785.4307,5816.011
7871.23583984375,7970.537,8051.618,8116.301,8178.25,8260.242,8291.217,8328.568
2788.0478515625,2823.145,2839.1973,2863.1396,2874.2944,2903.406,2911.8403,2929.797
8378.0048828125,8453.543,8450.562,8555.916,8553.266,8594.348,8624.828,8673.861
6217.390625,6377.0034,6475.3364,6569.394,6633.5244,6768.91,6788.8623,6867.243
2356.69873046875,2381.2195,2390.3145,2406.1858,2414.211,2433.649,2439.1772,2450.234
2938.28125,2966.2563,2991.2188,3012.1643,3026.5105,3050.0383,3067.5408,3084.4695
3529.044189453125,3588.2285,3623.9963,3690.9004,3662.5947,3720.235,3765.0093,3800.0051
1772.244873046875,1787.1416,1796.0676,1805.8379,1811.2659,1821.8806,1828.9973,1834.9077
1945.3004150390625,1964.7385,1976.0112,1986.7058,1994.7991,2009.6848,2016.3328,2022.2582
10402.775390625,10483.596,10554.908,10653.952,10669.8,10737.942,10776.768,10836.987
8239.0283203125,8305.921,8357.73,8407.572,8458.726,8504.633,8533.488,8572.181
1820.7943115234375,1851.5494,1846.834,1839.656,1831.0635,1860.0372,1850.9207,1847.7246
9704.8515625,9777.797,9833.909,9888.618,9932.807,9988.919,10009.961,10050.643
1144.12744140625,1147.7332,1137.1201,1150.0463,1147.461,1148.6857,1150.7266,1162.292
1555.4979248046875,1560.4008,1545.9698,1563.5459,1560.0308,1561.6958,1564.286,1580.197
3726.1748046875,3732.9866,3737.3215,3749.6504,3748.1865,3751.2266,3760.1213,3767.8901
23592.5859375,23346.857,23389.3,23705.396,23799.22,23426.16,23614.924,23914.266
17072.451171875,17315.146,17407.287,17515.883,17570.182,17775.855,17849.896,17897.613
4124.55859375,4150.806,4170.173,4191.5786,4207.633,4223.1777,4237.958,4251.9736
27286.349609375,27482.623,27631.715,27786.469,27918.576,28035.584,28135.607,28239.406
6545.89208984375,6711.1973,6751.9536,6591.4585,6628.9243,6773.471,6800.052,6661.0737
7535.5908203125,7982.539,7706.2637,7464.7764,7559.349,7971.1123,7737.37,7554.9375
6728.2587890625,7159.2124,6916.829,6818.5093,6770.408,7176.36,6885.258,6871.3384
2581.424560546875,2633.9402,2662.9011,2686.0698,2715.4167,2755.576,2771.4077,2784.1506
2898.568359375,2927.0352,2945.3533,2966.394,2982.2366,3005.5054,3013.179,3028.0312
7159.91162109375,7254.8086,7339.3906,7419.847,7481.7363,7553.9404,7596.232,7650.901
9949.7041015625,10113.117,10176.277,10234.425,10277.534,10418.892,10447.965,10477.039
1390.043212890625,1398.3792,1408.24,1413.018,1421.4556,1425.1152,1431.9263,1436.8059
8207.1015625,8230.948,8234.355,8303.727,8314.876,8331.6,8368.144,8426.366
5533.19873046875,5444.3413,5482.7,5597.2925,5687.6064,5564.2744,5628.854,5750.7295
10028.51171875,10103.503,10135.3,10202.492,10210.891,10281.684,10291.282,10341.076
1751.9302978515625,1761.4618,1751.7428,1764.2468,1749.1227,1754.3231,1749.0658,1759.1542
1838.3226318359375,1852.6456,1887.0206,1923.186,1962.2161,1952.5481,1986.5651,2014.4949
6985.435546875,7135.044,7219.749,7268.1514,7339.6553,7459.5625,7502.465,7526.666
3467.191650390625,3491.2725,3511.9536,3534.0513,3551.8994,3568.6143,3580.2297,3599.7776
10187.1953125,10317.172,10395.069,10442.333,10479.094,10587.626,10640.142,10652.395
4510.57861328125,4556.999,4600.07,4633.091,4680.947,4705.832,4732.1533,4752.253
13827.8642578125,14514.0625,14755.546,14899.002,15142.877,15750.174,15955.794,16032.305
5877.65478515625,5895.2236,5913.7554,5947.6904,5954.1885,5965.5,5980.4214,6006.1733
7997.6044921875,8056.117,7997.749,8082.7007,7940.681,8056.4062,8003.0947,8087.613
5521.06494140625,5584.3447,5625.8135,5666.205,5702.288,5745.911,5777.6855,5801.921
2044.3343505859375,2066.7786,2091.4673,2105.2546,2132.8289,2138.2798,2159.762,2176.1143
9805.365234375,2365.4521,4800.5977,7337.0376,9346.629,2444.625,5178.8516,7646.7427
25833.798828125,25835.248,25975.822,26356.967,26585.945,26388.85,26652.61,26919.266
14121.171875,14245.478,14341.678,14430.3125,14487.602,14569.75,14644.333,14689.731
1693.246826171875,1715.6235,1695.6534,1703.5903,1708.3524,1724.6356,1711.2711,1720.488
1102.0794677734375,1116.8517,1102.4418,1105.9415,1108.4875,1116.1061,1107.8402,1111.5242
9491.3310546875,9530.06,9579.853,9651.162,9701.57,9713.25,9748.29,9801.156
1086.5418701171875,1088.1008,1090.985,1095.2333,1097.7666,1097.9225,1100.4558,1103.8076
1198.938232421875,1206.3632,1213.4025,1223.5273,1232.2059,1234.9059,1239.438,1246.67
9473.0556640625,9531.726,9587.348,9667.352,9735.165,9757.262,9793.073,9849.457
4442.82275390625,4463.545,4479.3022,4503.0464,4510.8174,4527.2227,4534.993,4553.125
7754.26806640625,7851.0107,7936.505,7985.1016,8075.0947,8138.0903,8193.887,8219.984
2587.6708984375,2618.0913,2644.21,2663.2612,2682.927,2706.28,2719.8003,2733.0132
7401.0576171875,7400.825,7395.2515,7402.385,7410.779,7420.649,7406.4487,7436.8853
5499.88623046875,5530.1416,5575.0566,5619.0356,5641.181,5615.9165,5697.6367,5728.204
4569.6787109375,4346.5845,4430.0986,4531.1665,4626.9155,4394.9907,4491.165,4635.001
3200.06005859375,3544.7383,3534.2935,3527.6465,3497.2617,3847.6367,3873.274,3863.7788
9964.6240234375,10002.232,10051.895,10102.039,10157.487,10179.667,10254.401,10281.402
1637.6859130859375,1617.2933,1615.5353,1650.3434,1616.1213,1608.1519,1608.5034,1661.4772
3864.50341796875,3847.1443,3848.6216,3839.2034,3893.8662,3892.389,3915.1035,3933.0168
5224.76416015625,5241.7246,5292.147,5323.776,5387.9497,5371.4478,5423.2456,5439.289
8528.29296875,8561.508,8722.374,8775.778,8890.403,8853.932,9029.776,9087.089
1219.3028564453125,1204.8145,1220.0355,1222.9666,1229.8943,1210.2434,1232.359,1234.7571
15378.515625,15194.604,15224.144,15466.184,15664.39,15324.199,15514.782,15749.199
2707.8037109375,2758.8528,2681.5498,2666.4783,2728.4666,2752.2893,2690.5442,2720.9307
4669.6044921875,4744.344,4802.694,4846.6196,4899.7246,4956.1074,4982.3315,5005.2783
5971.35546875,6023.754,6059.9336,6113.1636,6086.549,6145.6006,6156.413,6196.7515
4752.12060546875,4806.9253,4850.769,4888.81,4921.693,4954.5757,4980.366,5020.3413
1362.316650390625,1366.547,1364.8339,1372.4204,1369.8683,1372.1758,1374.5531,1380.7762
2194.967041015625,2174.8423,2183.0256,2201.6045,2210.995,2181.8738,2188.7437,2194.7852
9943.099609375,9997.517,10037.664,10077.812,10101.997,10143.112,10166.813,10194.385
11510.708984375,11583.764,11636.894,11679.156,11717.193,11775.757,11798.096,11824.058
1629.2108154296875,1616.302,1626.4525,1649.5117,1663.1929,1638.6993,1663.5238,1683.9352
6107.326171875,6144.4434,6167.1685,6196.7104,6215.269,6242.918,6255.7954,6280.7925
7418.17333984375,7490.1377,7553.4087,7482.6514,7483.859,7533.6064,7571.2793,7534.0894
5510.92041015625,5548.9414,5582.259,5605.385,5624.5913,5654.7734,5670.452,5686.9146
9652.125,9754.029,9857.118,9931.769,9966.131,10039.597,10105.952,10155.72
9716.009765625,10082.564,9393.025,9281.891,10033.785,9900.55,9728.954,10024.155
10268.080078125,10404.334,10491.236,10562.045,10636.073,10744.433,10797.003,10829.189
3761.681640625,3779.0679,3792.8633,3807.0366,3819.131,3829.9028,3838.785,3849.5566
16635.041015625,16723.898,16794.797,16865.695,16930.92,16985.748,17028.287,17081.225
5253.57666015625,5321.616,5377.4604,5418.541,5458.338,5516.1074,5541.7827,5564.2485
5094.505859375,5147.2485,5186.557,5219.3975,5245.7686,5289.5557,5312.444,5334.3374
12428.90625,12555.292,12617.916,12669.153,12712.42,12812.618,12859.301,12916.231
6026.97802734375,6101.445,6142.8154,6181.4277,6208.4565,6270.2363,6293.404,6309.4004
5140.7158203125,5209.1387,5232.6587,5242.9937,5232.6587,5293.241,5314.98,5308.922
1545.454345703125,1558.2728,1566.5049,1574.8546,1579.7938,1591.0835,1594.9644,1600.1388
2250.802001953125,2271.698,2245.1182,2295.2224,2252.5764,2248.8308,2247.7466,2274.3264
12730.181640625,12828.578,12900.554,12957.952,13010.795,13086.415,13122.858,13160.213
7700.79052734375,7747.7466,7794.2236,7810.9937,7838.7837,7870.407,7895.3228,7911.135
1418.22119140625,1430.6857,1439.7307,1446.349,1452.6364,1462.7844,1467.0863,1470.8367
10084.5078125,10197.08,10286.065,10354.681,10438.306,10520.858,10560.526,10605.556
2863.814697265625,2766.5132,2800.8904,2854.918,2873.2673,2779.642,2803.2227,2855.069
7124.1904296875,7035.321,7042.187,7083.7773,7177.3555,7070.437,7113.204,7172.647
10073.974609375,10113.549,10132.915,10187.225,10092.498,10127.0205,10142.177,10135.862
6296.20166015625,6347.6577,6391.3677,6433.418,6483.767,6511.4316,6538.543,6563.4414
7083.52197265625,7132.234,7125.5806,7100.868,7095.403,7124.155,7145.5405,7148.3916
21157.3203125,21602.129,21798.367,21919.38,22060.02,22439.414,22547.344,22606.215
4666.20947265625,4696.7036,4617.2095,4665.339,4657.629,4696.908,4643.6436,4741.49
10485.55078125,10943.35,10635.418,10575.12,10661.763,11063.946,10759.527,10769.4795
9117.9365234375,10009.342,9302.381,9152.378,9192.9375,9934.114,9409.331,9355.855
8917.9384765625,9291.104,9239.074,8990.013,9077.014,9396.869,9323.516,9166.573
8763.78515625,9681.076,9354.168,8796.266,8862.373,9644.01,9431.931,8905.554
11923.044921875,12181.524,12370.709,12520.297,12641.287,12843.672,12969.062,13074.653
7262.0849609375,7862.571,7373.693,7238.126,7318.217,7828.462,7420.743,7363.694
1510.8780517578125,1535.7107,1554.797,1568.9578,1582.0925,1603.0259,1611.8507,1619.6494
2566.281494140625,2565.8071,2559.505,2573.5999,2550.1536,2543.1738,2550.4924,2570.6184
8308.5654296875,8408.977,8541.57,8618.81,8671.59,8712.784,8809.333,8887.859
3294.407470703125,3301.3464,3309.353,3316.6123,3322.1633,3325.1523,3331.3442,3339.0303
3642.4716796875,3655.5288,3667.3086,3675.54,3684.0557,3693.139,3699.0996,3705.6282
2466.521484375,2481.3982,2495.5908,2508.0735,2516.4524,2528.593,2534.92,2544.3247
5162.06689453125,4894.2896,5016.688,5101.617,5171.0596,4950.243,4975.222,5118.603
9548.46875,9606.508,9642.532,9672.553,9711.579,9755.109,9775.122,9788.632
1909.2149658203125,1951.411,1904.8558,1913.0006,1921.6042,1970.7214,1936.2877,1957.3762
1506.4254150390625,1512.1987,1520.1713,1530.4348,1537.5826,1539.8737,1545.647,1553.9861
3143.966064453125,3115.0999,3145.4443,3136.6572,3176.7334,3133.3723,3173.0378,3165.236
2653.794189453125,2637.9287,2663.1306,2651.4436,2666.5256,2640.2139,2676.4497,2661.629
5554.158203125,5567.892,5585.414,5601.5156,5618.091,5622.353,5636.5605,5653.1357
7220.3466796875,7386.3994,7250.9194,7169.592,7259.312,7415.973,7267.1055,7235.134
7768.48974609375,8680.302,8735.653,7937.5254,7850.1333,8720.751,8809.739,8058.374
6121.64599609375,6152.7393,6190.7876,6223.927,6252.1562,6270.976,6293.8867,6318.8438
9153.8212890625,9265.721,9329.663,9380.985,9436.514,9524.855,9542.523,9580.385
5117.6494140625,5126.4116,5103.3794,5142.6846,5123.908,5145.4385,5115.897,5165.2163
2433.115234375,2451.0664,2460.2415,2472.076,2473.6716,2490.958,2493.8833,2502.1277
3499.323486328125,3575.5974,3589.8623,3642.5554,3660.605,3719.4116,3734.55,3777.636
2186.289794921875,2185.7249,2192.0808,2199.9902,2204.1567,2200.6257,2207.4053,2215.3147
4241.7060546875,4267.4717,4261.132,4252.4346,4247.3955,4263.245,4269.5034,4265.6836
6999.48583984375,6431.448,6622.5503,6781.0723,6915.545,6459.3276,6595.968,6758.299
1593.1522216796875,1618.5751,1610.2161,1611.7957,1592.0253,1620.2788,1611.8134,1615.487
8217.1259765625,8246.864,8261.733,8275.745,8295.761,8317.493,8323.498,8339.797
2207.987060546875,2248.4316,2286.3223,2307.183,2337.836,2363.38,2387.647,2400.419
1238.4830322265625,1255.1941,1270.3384,1277.9977,1288.442,1298.7124,1309.679,1314.727
1826.5831298828125,1851.2288,1873.564,1884.8599,1900.2634,1915.4103,1931.584,1939.029
23474.947265625,22849.203,23139.418,23365.766,23563.82,22981.63,23148.809,23389.715
1221.9810791015625,1210.6077,1192.5095,1221.6252,1226.3704,1219.3713,1205.2249,1231.2638
10597.80078125,10679.716,10761.631,10826.988,10884.504,10952.476,10983.848,11017.834
1704.4288330078125,1733.8254,1750.9735,1769.8364,1786.2495,1806.5823,1818.8308,1832.0593
1739.095947265625,1743.9886,1741.6,1750.9572,1739.7455,1744.6487,1743.554,1751.9434
11174.65234375,11117.164,11155.068,11228.981,11278.888,11187.287,11262.463,11359.118
2670.8095703125,2681.0679,2691.607,2704.9568,2714.6528,2721.117,2727.0188,2738.12
3057.281494140625,3073.2583,3087.9644,3104.4858,3117.3765,3129.1775,3135.7136,3147.6963
4670.9833984375,4713.302,4752.8594,4794.2573,4823.696,4858.1943,4871.5337,4902.812
4501.81201171875,4568.17,4565.494,4683.226,4675.1987,4732.4595,4775.271,4871.0615
1419.7366943359375,1424.137,1427.9222,1431.0924,1432.701,1436.5809,1438.6628,1440.2716
1856.63623046875,1898.9252,1884.0642,1901.9172,1885.9592,1923.0616,1920.668,1924.6575
1366.439697265625,1367.7479,1373.4714,1377.3961,1375.1613,1374.2345,1378.8678,1384.3187
4030.267333984375,3889.7039,3952.2703,3991.6907,4065.4685,3911.162,3990.9675,4020.382
9714.583984375,9460.082,9609.469,9629.255,9759.598,9540.712,9609.469,9641.127
3204.568603515625,3120.6194,3169.8958,3176.4224,3219.4167,3147.297,3169.8958,3180.3384
4109.14501953125,4128.3667,4148.13,4172.2246,4194.9653,4204.441,4217.165,4236.3867
7703.04736328125,8225.122,8035.103,7665.8823,7742.1226,8220.399,8085.108,7777.7163
1387.135498046875,1402.4341,1388.7805,1396.7588,1401.7761,1413.1267,1410.2479,1417.6505
8048.82373046875,8658.412,8609.981,8111.6665,8134.617,8728.167,8675.761,8242.593
9092.69140625,9709.451,9385.927,9016.821,9160.062,9734.395,9428.094,9108.652
12093.69921875,12461.318,12574.559,12704.21,12822.373,13048.853,13278.614,13357.391
9265.2109375,10175.48,9818.404,9300.369,9360.678,10166.944,9879.983,9443.38
8471.869140625,9304.959,9337.807,8669.499,8538.908,9347.951,9506.876,8817.314
9759.607421875,10936.871,10589.803,9886.582,9818.045,10835.748,10783.408,10092.13
10623.2158203125,10908.888,11036.142,11194.56,11207.545,11480.23,11560.738,11662.021
7331.623046875,8076.437,7715.1675,7317.08,7414.37,8075.7007,7815.034,7406.3623
6997.89599609375,6995.288,6987.465,7137.8516,7046.576,6987.465,7139.59,7422.978
7840.9775390625,8488.443,8486.645,7806.0815,7973.3667,8535.211,8512.547,7964.733
8634.3466796875,9019.346,9478.324,8781.192,8761.643,8984.245,9587.626,8992.6875
7030.90185546875,7825.4707,7586.948,7041.321,7123.8633,7961.0176,7628.017,7121.587
7711.89697265625,8411.011,8889.687,9111.183,7875.6406,8613.213,8935.677,9220.609
8218.49609375,8520.272,8234.814,7964.3315,8317.022,8566.953,8276.951,8090.639
7153.50341796875,7455.476,6932.5527,7097.314,7251.019,7506.9526,7051.2754,7235.069
2500.6650390625,2484.1704,2458.5376,2483.6584,2496.3655,2488.5833,2456.4424,2496.3499
7410.830078125,7913.9634,7406.5664,7344.5884,7464.7373,7918.227,7444.332,7490.9297
6458.166015625,6689.707,6307.7734,6163.352,6496.8706,6696.57,6324.827,6222.438
6997.0458984375,7588.672,7148.044,6986.189,7094.595,7612.8203,7192.155,7054.026
6810.3525390625,7027.8877,7112.967,6745.451,6864.1772,7035.376,7110.2627,6822.7295
6451.55224609375,7084.2886,6400.347,6358.649,6445.2656,7017.8877,6479.164,6530.2383
1312.474365234375,1322.1716,1331.4121,1340.8556,1347.659,1354.4624,1358.6257,1365.6322
1472.6795654296875,1504.2101,1521.9965,1541.9388,1565.654,1587.2134,1596.6455,1609.0422
3499.114990234375,3528.418,3546.5122,3565.5671,3562.845,3571.812,3606.559,3619.3691
4706.1484375,4803.2646,4862.8174,4915.956,4965.4307,5037.8096,5066.212,5111.1055
3483.2412109375,3498.5063,3508.725,3520.8364,3525.6304,3539.5078,3542.914,3551.9973
5246.47119140625,5299.98,5341.4863,5381.993,5388.994,5446.0034,5463.5063,5481.509
2519.98779296875,2535.4497,2549.4917,2562.9026,2574.578,2583.571,2592.722,2602.0308
10850.28125,10827.741,10831.894,10941.035,10974.252,10892.396,10949.34,11053.736
7026.04345703125,7129.493,7215.0225,7361.6436,7483.828,7496.8613,7628.821,7739.6016
1660.9237060546875,1670.3013,1677.7532,1683.1954,1686.8795,1695.1686,1698.0154,1701.1133
8063.21435546875,8147.995,8207.195,8251.048,8312.441,8373.104,8405.262,8428.649
996.1320190429688,1003.3497,1001.10004,995.9446,999.9127,1001.4437,1001.2875,999.3503
27521.80078125,27586.596,27681.766,28056.367,28315.55,28163.686,28475.518,28793.422
4146.59619140625,4170.067,4193.5376,4216.449,4240.199,4252.214,4266.7437,4281.832
11793.7783203125,12014.693,12171.66,12322.8125,12472.027,12638.683,12700.694,12805.338
3865.706787109375,3740.9673,3779.7334,3853.2017,3915.7275,3776.7634,3843.6663,3920.417
4805.37255859375,4815.985,4818.3193,4846.7607,4832.54,4841.8794,4849.52,4876.9004
11025.384765625,11014.063,10926.895,11222.931,11245.572,11229.724,11193.497,11527.458
1795.6370849609375,1807.3986,1818.3395,1833.3832,1839.811,1846.9226,1856.6326,1868.2573
9064.548828125,9199.6455,9268.202,9307.521,9361.964,9470.848,9507.143,9529.323
2048.1640625,2065.8462,2079.358,2095.7056,2106.0479,2117.8916,2127.0662,2138.7432
1739.328369140625,1757.9031,1773.769,1789.0544,1798.9224,1814.9817,1822.3342,1831.2346
11133.328125,11223.199,11290.809,11374.907,11426.026,11494.46,11527.439,11582.682
6579.5068359375,6651.701,6699.4517,6730.7173,6768.2354,6823.3765,6844.978,6863.737
1284.5113525390625,1290.1959,1291.7916,1303.3103,1311.8372,1311.139,1316.1255,1324.1038
2673.152099609375,2692.2231,2699.522,2718.6714,2714.1196,2731.6995,2740.3325,2750.0642
2392.99072265625,2422.7034,2440.0962,2469.0842,2487.9263,2507.0583,2523.8713,2542.7136
5978.02685546875,6055.59,6101.8774,6136.9062,6178.8154,6234.4854,6262.6333,6281.3984
7605.43994140625,7608.0635,7644.794,7638.4224,7747.8647,7698.3906,7760.9824,7747.8647
2418.55859375,2447.3257,2431.577,2441.8643,2432.212,2455.708,2450.2468,2460.9153
5272.42919921875,5334.59,5393.825,5445.016,5488.1626,5540.085,5562.024,5611.021
8141.34716796875,8244.787,8493.958,8312.795,8423.664,8477.956,8729.412,8511.674
10496.78125,9946.457,10318.283,10457.751,10605.024,10055.48,10365.119,10467.639
2685.279052734375,2708.4465,2705.0925,2713.4153,2716.024,2738.1355,2737.3901,2740.62
6613.068359375,6676.038,6699.0034,6747.1562,6728.883,6787.4077,6825.93,6846.179
2913.256103515625,2925.1272,2935.2644,2944.7349,2944.468,2954.7388,2961.0078,2968.8774
4927.177734375,4972.492,4988.201,5015.692,5016.9004,5060.704,5067.0483,5081.2466
2367.400634765625,2326.836,2336.6309,2358.2556,2377.0908,2330.9258,2346.489,2365.9324
8107.17822265625,8104.4463,8171.011,8173.9917,8220.687,8193.861,8263.904,8273.342
4759.73046875,4777.109,4792.3154,4791.5913,4820.918,4823.09,4846.6235,4862.192
1056.3323974609375,1056.613,1059.2327,1054.1183,1058.4843,1056.0205,1063.7896,1057.6733
3123.308349609375,3119.0718,3127.2937,3147.5886,3130.7766,3125.4517,3142.8665,3152.4783
7769.07861328125,7854.248,7878.325,7930.7925,7954.5107,8019.915,8048.664,8090.35
3460.375244140625,3477.6963,3493.7139,3518.6711,3523.3274,3534.13,3549.5884,3564.3022
8649.3017578125,8638.184,8677.734,8687.742,8642.948,8629.765,8633.259,8726.896
9655.2744140625,9642.861,9686.839,9698.011,9648.004,9633.286,9637.1875,9741.811
8561.357421875,8629.242,8667.393,8716.203,8742.572,8799.236,8811.579,8846.925
1097.488525390625,1103.1172,1105.2227,1108.488,1109.1326,1114.2026,1115.148,1117.597
7907.83154296875,7948.382,7963.55,7986.7656,7991.4087,8027.935,8034.745,8052.389
1864.816650390625,1863.6456,1866.2218,1873.0134,1879.1024,1870.3202,1879.3365,1884.8987
5496.44189453125,5537.1904,5568.103,5608.8516,5661.3096,5677.7026,5695.5005,5725.008
1124.8575439453125,1128.8024,1132.1925,1139.281,1144.8903,1144.0889,1147.479,1153.643
4953.10888671875,4970.4736,4985.1255,5016.599,5041.2896,5037.762,5052.9565,5079.8174
3473.963134765625,3506.7942,3509.9546,3534.534,3521.542,3556.831,3558.06,3571.2275
1902.3189697265625,1913.5309,1920.1975,1927.8741,1935.5508,1943.1265,1946.8638,1951.9142
5454.71337890625,5506.793,5554.7876,5593.592,5633.417,5671.711,5698.7715,5717.1523
7124.84716796875,7182.14,7240.627,7296.726,7325.969,7378.488,7403.5537,7428.619
9917.5908203125,9979.8125,9948.23,9994.896,9961.193,9989.476,9970.621,10006.917
11552.5478515625,11460.625,11463.584,11540.341,11587.874,11498.355,11481.71,11564.57
4525.3369140625,4529.8555,4596.501,4649.215,4698.1636,4688.374,4747.1123,4809.616
8177.4541015625,8255.335,8314.178,8376.482,8432.73,8487.247,8523.592,8566.858
1580.487060546875,1590.409,1597.8284,1605.5157,1612.3092,1618.6558,1623.1252,1627.5946
7747.921875,7775.8857,7772.2095,7770.109,7784.813,7791.377,7805.293,7799.7793
1835.256103515625,1848.8453,1858.3289,1867.3499,1876.2551,1886.0857,1891.4058,1896.2632
1496.8798828125,1500.1256,1515.1367,1530.148,1543.6715,1539.7496,1553.0028,1564.9036
3051.149658203125,2976.7622,2996.2603,3016.2153,3053.9932,2981.8906,3017.0278,3075.3193
11126.0498046875,11180.623,11219.676,11257.728,11273.749,11325.318,11341.34,11367.876
