V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
11823.525390625,11869.955,11902.098,11652.098,11348.524,10791.38,10984.238,10905.666,10980.666,11127.096,11398.525,11437.811,12066.384,11962.8125,11416.382,11341.382,11702.098,11173.524
4601.1396484375,4869.765,4985.997,5054.4453,4613.4087,4041.934,3920.859,4214.345,4318.954,4395.7964,4750.304,4506.8623,4953.7104,5137.099,5044.1133,5047.988,4930.464,4410.0024
1207.3466796875,1332.7019,1246.6472,1236.8221,1351.6746,1230.0461,1298.8221,1234.4506,1380.9806,1253.4232,1195.8276,957.65283,1213.1063,1356.5872,1253.0845,1164.6582,1271.0408,1352.0134
1360.78271484375,1266.8997,1356.6696,1443.149,1505.8749,1539.8086,1422.9945,1456.9282,1488.5996,1443.766,1525.0012,1487.5713,1407.9814,1403.6626,1470.7073,1457.1338,1548.8575,1586.9044
7574.60400390625,7594.7227,7832.1333,7761.715,7420.192,7634.3867,6298.5176,7388.8804,7681.586,7421.249,7105.489,7442.652,7629.581,7587.9805,7792.8945,7817.9966,7492.5923,7619.755
820.9267578125,839.0392,854.3025,912.7608,992.1426,976.90875,957.584,932.17065,911.38715,870.278,864.6815,834.8672,827.2356,827.9479,846.8743,919.6293,987.98334,953.8826
2921.995849609375,2997.5142,3022.1865,2991.5127,2937.9663,2929.8645,2983.7107,2977.5093,3095.4043,3087.4023,3052.594,2994.4465,2985.4446,3007.383,3036.59,3049.66,2976.9092,3000.5146
3069.7998046875,3031.1792,3000.21,2995.4734,3076.358,3181.6536,3080.0015,3307.3525,3393.338,3363.4617,3439.974,3327.7559,3266.546,3265.8174,3238.8557,3205.336,3339.415,3429.7725
3152.7138671875,3109.2212,3183.9192,3192.9524,3155.6946,3255.9998,3191.9487,3109.0994,3152.2273,3039.146,3086.836,3138.9058,3120.9004,3133.9785,3193.5605,3143.4678,3172.1792,3318.7773
2613.633544921875,2578.6824,2604.5518,2632.8706,2638.0444,2598.9375,2585.5625,2512.578,2633.7786,2566.133,2589.3054,2612.3677,2572.1875,2578.5173,2668.883,2603.561,2590.131,2603.8362
5578.84326171875,5679.666,6031.58,5783.193,5773.5356,6067.892,5826.072,6132.0166,6422.5103,6463.4575,6359.9307,6493.5884,5880.153,5847.704,6359.9307,6263.357,5954.3213,6357.613
9139.0908203125,8974.507,8823.717,8684.766,8534.663,8659.607,8872.5,8910.871,9008.861,8983.703,8958.968,9075.244,9033.385,8941.844,8821.021,8713.623,8580.751,8693.328
3558.71337890625,3396.4312,3628.7214,3771.1733,3948.4146,3948.193,3670.4302,3649.2852,3691.1323,3915.6455,3893.9468,3771.3945,3506.0862,3417.3547,3688.8628,3765.0845,3866.4917,3839.0364
1572.79833984375,1579.9983,1572.2739,1575.6017,1584.4353,1582.0958,1591.8976,1586.5731,1588.3883,1589.074,1590.0824,1593.511,1585.6858,1591.2522,1583.669,1589.7194,1593.9547,1595.2051
5845.66357421875,5845.1685,6323.119,6208.213,5978.4004,6322.1284,5796.6304,5824.366,6429.11,6834.2534,6893.6875,6729.253,5842.197,6024.957,6467.742,6085.382,6205.241,6566.7993
1644.895263671875,1658.052,1653.2677,1651.4863,1650.1631,1646.1295,1648.7888,1668.7657,1657.1105,1650.2394,1655.3291,1641.2053,1650.3158,1665.7882,1660.2915,1657.2631,1657.2886,1655.7617
1825.140625,1828.1112,1826.901,1821.95,1834.0524,1835.9227,1845.4945,1848.6852,1843.9542,1839.2233,1856.4966,1869.6992,1870.2493,1864.5282,1864.8583,1865.0782,1870.1393,1868.709
11761.427734375,11737.008,11736.949,11748.317,11717.46,11690.3125,11663.395,11668.148,11686.242,11689.339,11713.946,11693.587,11735.856,11723.425,11713.548,11733.347,11723.69,11681.063
5265.87939453125,5261.2026,5266.495,5279.049,5320.649,5352.649,5404.095,5336.1567,5354.8643,5335.172,5309.8184,5368.649,5334.926,5336.649,5329.264,5346.9873,5376.28,5404.588
10474.41015625,10556.913,10600.873,10599.941,10619.886,10610.362,10548.546,10701.251,10727.751,10662.6045,10592.351,10487.35,10552.755,10578.548,10611.329,10608.568,10630.997,10604.772
1237.166015625,1231.8353,1235.4728,1229.076,1222.5538,1221.1741,1216.2825,1219.669,1222.2026,1221.5253,1227.9471,1226.6929,1229.8536,1226.6929,1227.7214,1224.3098,1219.3931,1215.8811
3452.01025390625,3448.2256,3432.5464,3414.7043,3414.1638,3422.2737,3463.3643,3492.56,3504.9954,3462.2827,3522.2966,3610.4248,3636.9175,3640.7021,3595.2864,3570.4158,3575.8223,3572.0376
3083.346435546875,3120.1133,3114.5925,3101.5642,3119.23,3115.6968,3147.2742,3080.3652,3064.466,3068.22,3065.3494,3095.0498,3112.3843,3155.8862,3154.7822,3154.1196,3144.8452,3155.2239
9055.0810546875,8551.874,8624.657,8589.313,8633.942,8753.749,8762.135,8757.043,8826.382,8863.521,8713.613,8839.41,9038.926,8537.198,8516.231,8710.618,8704.928,8703.13
5311.3837890625,5271.837,5299.121,5336.2153,5376.6816,5412.856,5451.4834,5373.923,5413.776,5417.761,5383.4263,5408.871,5357.215,5317.6685,5302.8,5369.0176,5391.703,5435.8486
5380.81640625,5421.386,5450.6636,5446.481,5454.01,5461.1196,5484.96,5460.283,5474.5034,5496.671,5489.9785,5569.0273,5556.0615,5572.7915,5605.4146,5607.506,5588.6846,5577.392
3220.174072265625,3123.2996,3209.7134,3106.9263,3274.7512,3230.6348,3161.5034,3068.7222,3132.3958,3340.244,3385.2703,3357.072,3349.34,3179.2412,3257.4685,3108.7456,3126.0283,3108.7456
1999.2603759765625,2658.0605,4674.1113,3291.5671,2820.146,3010.191,3257.6597,3241.253,3018.1208,3545.3252,2199.1497,2092.779,2210.9077,2562.7988,3877.836,3274.6135,2350.0918,2656.625
1532.39794921875,1508.8867,1429.5093,1409.1257,1403.194,1385.6145,1435.9802,1474.4827,1459.2759,1425.5188,1482.14,1521.613,1542.9673,1513.2007,1449.4615,1440.1864,1422.6069,1420.0186
13225.9921875,13258.463,13324.307,13327.013,13362.189,13403.68,13428.935,13364.8955,13377.522,13425.327,13483.955,13646.31,13595.799,13606.623,13687.8,13667.055,13668.859,13664.349
1990.6654052734375,1976.2007,1978.8162,1974.3777,1948.4801,1973.1888,1968.3145,1986.7817,1998.7498,2009.0533,2004.06,2007.3096,2005.0903,1989.7539,1992.7261,1986.861,1973.7041,1988.3273
6681.3779296875,6703.0054,6693.5786,6699.323,6737.73,6718.545,6744.456,6766.783,6753.4043,6734.2686,6751.4155,6707.3877,6669.0547,6702.49,6701.631,6703.963,6756.522,6755.3433
3829.053955078125,3826.9463,3836.5906,3840.9976,3836.463,3815.897,3793.926,3791.3713,3806.3167,3781.9187,3819.9846,3795.1396,3786.741,3801.6543,3815.7693,3815.1943,3819.5376,3808.8076
2000.2447509765625,1957.7562,1999.356,2110.4219,2021.1335,2270.2876,2034.9557,2120.2886,2122.0662,2239.3545,2186.377,2114.4663,2174.4658,1838.468,1897.0454,2110.1108,1973.845,1972.956
7931.3974609375,7960.7944,7968.5225,7969.797,7976.1704,7944.7017,7910.285,7963.1846,7965.973,7976.8877,7982.863,7914.4277,7943.985,7953.545,7948.9243,7967.407,7966.7695,7931.7954
14245.6220703125,14708.93,15816.395,15480.876,15905.865,16271.886,15568.314,14976.582,15169.759,15363.953,15693.371,15714.722,14837.291,15139.258,15957.719,15457.491,15649.651,16664.34
2799.209716796875,2662.3335,2666.3247,2629.1123,2599.4714,2590.0215,2501.6125,2530.982,2650.9468,2576.7566,2770.0972,2941.0164,2700.8374,2638.973,2668.79,2588.4954,2557.4753,2617.4907
2479.0419921875,2182.479,2236.2942,2307.9927,2307.4958,2344.2559,2206.406,2238.6953,2226.856,2360.4832,2507.1914,2556.867,2358.1648,2103.64,2230.6643,2396.746,2307.1646,2283.6516
19262.115234375,18795.293,19472.537,19599.852,19293.943,19019.863,17652.998,18004.88,19281.566,19578.633,20367.277,20462.764,19974.725,19879.238,20696.174,20614.834,20498.129,20109.111
2637.8525390625,2405.1865,2449.196,2371.1147,2427.7434,2398.7192,2112.5007,2250.444,2415.1243,2488.6309,2647.0015,2905.6946,2521.1252,2404.398,2451.4043,2426.7969,2387.2043,2503.143
4868.58203125,4634.623,4546.419,4468.8496,4508.8857,4754.7305,4943.024,4801.022,4918.0015,4995.571,4948.654,5118.1807,5088.154,4912.3716,4791.6387,4824.793,4942.3984,5045.6157
4711.5546875,4652.0923,4639.85,4593.796,4661.42,4725.546,4796.085,4890.5254,4984.9653,5009.45,5042.096,5096.8945,5054.9214,5025.773,4991.961,4983.8,5042.096,5084.0693
5463.9482421875,5698.4316,5910.4756,5324.8296,5126.2485,4904.107,4738.0615,4915.326,5609.799,5503.216,6094.4717,6388.417,5805.0146,5753.406,6137.105,5562.678,5476.2896,5487.509
829.909423828125,700.09467,811.3562,804.09625,907.1184,840.7417,717.5531,736.50964,783.0079,841.66364,924.63446,891.9071,749.0129,784.9669,783.8145,800.1782,878.3091,898.8213
21514.244140625,22128.807,25204.48,23695.227,21539.969,23054.938,21008.3,20799.635,25661.828,22877.715,23289.33,22626.174,22614.74,23632.342,26473.625,23923.902,24495.588,26027.707
5034.10791015625,4097.745,4178.038,3834.2498,3972.0671,3994.231,3646.262,3720.6108,4079.032,4136.909,4469.54,4902.335,4727.444,3990.9062,3848.5554,3713.9617,3924.4155,3825.3843
3200.946044921875,2750.2302,2604.3694,2732.0361,2617.7202,2679.4675,2498.5789,2477.3918,2496.5474,2551.692,2825.673,3101.1055,2767.7622,2563.8816,2561.995,2571.718,2425.44,2539.6472
15169.837890625,15068.255,14987.298,14900.668,14703.174,14398.939,14340.154,14329.842,14413.377,14647.483,14854.26,14967.703,14859.416,14882.62,14876.948,14801.147,14542.29,14319.528
1086.342529296875,930.2215,921.4573,862.80444,826.6689,666.4859,621.4513,591.7878,539.20245,586.6641,631.9684,827.74756,860.5122,780.82526,753.3191,781.90393,679.43,502.5276
1173.769775390625,1229.7009,1258.175,1215.464,1323.2585,1178.8545,999.87476,1431.0531,1396.4775,1220.5486,1385.2913,1504.2721,1214.447,908.3511,993.7732,1058.8567,1111.737,1052.7551
5788.24267578125,5548.9624,5001.59,4917.92,4884.296,4886.6416,4817.047,5151.7266,5569.2935,5401.954,5792.9346,5853.9272,5442.6157,5089.951,4837.378,4819.393,4831.9043,4797.498
3598.291748046875,3636.8276,3361.7407,3448.298,3844.3286,3327.3547,3084.875,3181.5112,3150.6824,3097.3252,3641.5706,3690.4814,3429.9194,3134.6753,3327.3547,3207.597,3399.0908,3252.0615
6921.26025390625,6960.7764,6939.691,6969.523,6930.632,6892.6777,6887.8354,6927.664,6848.9443,6827.39,6803.649,6863.0015,6889.085,6867.9995,6870.9673,6944.689,6846.133,6807.0854
6769.8681640625,6806.201,6824.235,6851.551,6852.877,6843.0645,6813.3613,6791.6147,6782.863,6762.4424,6744.408,6752.099,6769.603,6777.559,6796.919,6835.904,6812.831,6793.471
9438.3720703125,10125.418,9840.268,10338.533,10759.202,9984.477,9364.391,9463.403,10073.061,9715.109,10954.726,9593.012,9861.961,9956.246,10349.589,10609.013,10573.69,9765.173
6531.0947265625,6574.0513,6540.703,6482.203,6251.0283,6222.202,6306.9854,6272.507,6127.2456,6066.2017,6249.898,6243.115,6448.855,6387.8115,6406.746,6388.094,6206.9414,6155.5063
12845.2841796875,12853.663,12836.904,12849.997,12837.951,12844.76,12804.433,12812.289,12783.483,12767.772,12745.775,12751.536,12880.373,12825.906,12888.2295,12839.522,12846.8545,12842.665
8362.4580078125,8106.138,8099.59,8220.733,8075.7354,7933.544,7711.837,7760.4814,7860.577,7926.9956,8295.571,8371.8125,8272.652,7941.963,8066.381,8052.8164,7835.3193,7836.255
2391.544921875,2516.551,2564.5532,2432.5469,2252.538,1842.0178,1954.0233,1853.0183,2447.5476,2395.545,2276.539,2062.0286,2386.0444,2468.5486,2396.045,2231.5369,1988.0249,1863.0188
3379.138427734375,3300.4602,3243.2073,3362.2363,3511.737,3171.1946,2907.783,3046.0652,3302.2456,3381.995,3756.223,3467.2202,3312.8394,3222.7341,3193.9885,3371.5208,3417.942,3188.5728
3935.584228515625,3579.8928,3796.8616,3785.3635,3933.7922,3787.6035,3757.888,3910.4976,3929.3125,3957.311,4240.729,3879.4382,3729.2175,3661.7227,3749.8242,3624.3916,3831.2063,3780.2866
3067.3486328125,3246.5994,3062.0046,3207.0752,3290.7998,3078.2595,2979.3933,3146.8425,3107.207,3146.1743,3395.9146,3078.0369,3097.632,3191.488,3112.7737,3180.6885,3192.6016,3188.4822
5928.3447265625,4945.5303,5511.6953,5231.8027,4715.8745,5195.121,5534.023,5220.6387,5221.436,5549.971,5709.853,5360.585,5368.1606,5099.4316,5085.078,4603.439,4676.004,4602.6416
1884.8536376953125,1636.576,1779.2322,1583.6592,1643.9335,1764.4467,1142.6382,1146.0339,1326.0078,1050.9534,1247.906,2027.7928,1785.6346,1540.7881,1984.2142,1487.3052,1389.3949,1532.0157
15213.154296875,13791.342,14823.523,12854.86,13384.053,16092.673,11854.294,12347.421,13433.041,12658.905,13067.334,17008.648,15112.898,14210.595,14436.17,13376.077,14576.301,15839.754
2428.85302734375,2594.7493,2050.858,2240.1655,2435.1582,2123.2114,2263.8354,2016.7485,2015.9216,2029.9789,2396.7593,2398.9814,2325.5815,2439.1892,2114.1157,2105.433,2260.683,2324.3088
1710.3133544921875,1636.7615,1434.9872,1530.9996,1600.2323,1638.4891,1653.545,1560.7412,1552.3495,1385.6235,1642.685,1642.4382,1683.4102,1695.2574,1692.0488,1511.8712,1598.7513,1779.4226
5970.87890625,6272.3774,6201.7554,5615.371,6148.784,6060.2847,4619.827,6075.84,6088.6016,6056.66,5878.151,6860.4043,5961.2134,6248.5723,6148.7085,5879.963,5990.21,6771.6025
2716.292724609375,2646.2468,2280.242,2410.0974,2205.0693,2510.6143,2467.3232,2539.2273,1903.2402,2221.6052,2424.2183,2159.8274,2508.5706,2424.7756,2231.7778,2573.9714,2220.7227,1979.0459
3572.5869140625,3521.7007,3486.2737,3126.206,3134.5796,3579.0283,3172.5833,3386.4338,3616.3877,3426.3696,3650.5264,3833.459,3830.8823,3729.7544,3723.313,3487.562,3429.5903,3716.2275
7144.0390625,6978.801,6886.904,6820.632,6857.744,6806.4937,6244.5063,6753.476,6959.3613,6963.7793,7268.631,7768.7637,7114.88,7182.035,7223.566,7174.9663,6940.8047,7169.6646
16755.859375,16896.36,17299.729,17186.422,16798.916,16325.298,15368.996,16295.838,17728.023,17877.588,18892.809,18842.953,18235.635,18280.957,19169.275,18466.777,18280.957,17986.361
5808.06689453125,5388.615,4732.643,5168.413,4594.4375,4837.6064,4667.368,4318.4297,4127.843,4242.678,5301.985,5996.6387,5018.2207,5045.8213,5045.6196,4627.679,4847.781,5191.985
4136.6708984375,3264.4172,3144.0835,3331.539,3598.5916,3972.3987,3610.956,3450.8792,3303.36,3477.2644,4361.441,4439.161,3967.0996,3490.9536,3454.8535,3340.5366,3642.309,4067.7825
14877.912109375,13910.167,14882.084,14525.437,14341.898,14784.058,13160.895,12996.91,14064.506,14209.459,15055.193,15762.231,14975.938,14585.92,15048.937,14392.997,14590.092,14919.625
3864.4462890625,4219.267,4011.2869,4526.796,3827.867,4100.6455,4484.4683,4312.806,3755.753,3927.6768,3736.941,3598.984,4030.6216,4220.835,4195.752,4674.159,4260.55,3759.9336
14340.181640625,14087.166,14820.725,14879.258,14281.648,14613.024,13216.123,13370.364,13477.282,13673.182,14543.162,14988.772,13915.813,13384.525,14595.087,14597.919,13880.882,14802.787
4710.03271484375,4250.992,4338.0513,4235.163,4299.6094,4826.112,4370.84,3995.4668,4259.66,4188.4297,4589.4307,4971.588,4836.6646,4535.16,4407.7744,4208.028,4399.106,4783.1475
15944.8173828125,13433.523,12803.347,13744.647,13107.375,13023.055,12811.897,12533.521,12155.861,12333.527,14142.973,15794.703,14106.869,13718.045,13510.688,13328.152,12288.873,12891.23
14912.25,14291.849,13928.931,11853.526,9755.926,10275.332,9098.899,10528.375,13729.159,15243.538,14019.9375,14823.463,14435.019,14098.736,12743.619,12108.79,9813.637,9422.973
7919.80615234375,8124.4126,8108.4,6396.823,4888.074,5485.8804,4393.461,5197.6523,6896.7744,8663.506,7487.464,7619.124,7897.5664,8135.977,7311.3247,6854.074,5073.1094,4795.5566
1728.14990234375,1598.6531,1558.0789,1611.9648,1632.0923,1612.4973,1527.6216,1466.0146,1525.4917,1682.7834,1677.0327,1755.8384,1694.0718,1613.2428,1480.6044,1584.2764,1575.8633,1552.1151
5076.09033203125,4717.332,4669.4146,4908.6904,5071.7344,4990.8345,4647.0117,4240.8613,4396.2236,4849.572,4894.3774,5109.0723,4988.968,4849.572,4413.492,4829.3467,4884.421,4838.9927
2724.41796875,2757.0046,2777.8044,2718.8713,2672.4182,2703.6182,2679.3516,2768.098,2809.6978,2785.4312,2883.191,2957.3772,2899.1375,2916.4707,2937.2705,2829.8042,2894.2842,2882.4976
1750.239990234375,1596.0935,1522.5688,1483.1096,1406.888,1426.0498,1521.1494,1530.2335,1527.9625,1553.7955,1639.5271,1754.782,1728.3813,1623.346,1503.265,1438.8245,1450.7473,1473.1738
15317.46875,14858.218,13070.5,12998.146,12708.9795,12642.052,14988.152,14124.537,14347.441,14165.981,14279.114,15023.996,14607.311,14320.559,13109.564,13104.104,13376.294,13764.977
3217.662109375,3296.231,3266.601,3241.965,3165.7266,3267.9329,3371.6372,3323.1975,3421.076,3349.1653,3269.9304,3211.0037,3335.8484,3284.5789,3300.559,3247.9578,3172.385,3309.5479
4325.02685546875,4368.2407,4445.5522,4375.244,4384.809,4087.0928,4235.695,4366.5327,4281.9834,4734.7925,4478.4487,4433.4463,4408.295,4416.3228,4403.7686,4412.5654,4280.9585,4101.782
7346.41162109375,7254.5186,7491.9087,7579.9727,7501.9595,7713.265,7621.133,7691.01,7340.1895,7834.5923,7294.7217,7364.5986,7468.4565,7295.2,7474.6787,7537.3765,7464.1494,7576.1436
16908.61328125,15942.184,16170.063,17235.367,17900.854,17213.9,16405.63,16574.756,16492.94,16730.154,17821.781,16871.275,16593.426,15998.192,16738.115,17049.734,17495.336,17128.463
5337.04345703125,5098.677,5059.578,5106.227,5075.218,5059.2188,5136.697,5103.62,5169.8325,5001.784,5147.685,5294.709,5368.682,5038.7256,5127.776,5079.1724,5068.4766,5078.0938
8174.1591796875,7846.3545,8207.176,8523.525,8323.069,8219.978,8013.4575,8076.795,7750.675,8000.3184,7989.2007,7814.012,7865.221,7824.119,7956.8584,8297.465,8166.0737,7989.8745
12777.951171875,12016.355,11386.42,11871.72,11981.487,11805.859,11510.293,10797.932,11258.956,11766.795,11488.501,12792.156,12129.674,11758.4,10964.843,11509.405,11346.286,11643.145
12796.7900390625,12620.671,12719.9795,13561.205,14182.604,13974.667,13375.866,13422.487,13495.5625,13206.074,13726.236,13053.256,12675.307,12632.884,13288.067,13626.285,13891.75,14086.1875
9861.705078125,9650.366,9846.972,9909.13,9851.576,9647.144,9112.119,9278.206,9654.05,9633.33,9804.151,9747.518,9375.257,9349.761,9667.633,9591.891,9553.444,9560.812
6932.26708984375,6689.099,6642.7124,6584.004,6481.0835,6398.8193,6370.19,6364.0293,6395.92,6211.8228,6630.3906,6827.897,6839.3125,6584.004,6609.734,6313.2935,6310.3945,6369.8276
2035.294677734375,1977.949,1947.0796,1940.6683,1906.8308,1881.5416,1886.8844,1871.331,1871.0935,1812.4418,1921.5531,1991.9589,1991.6028,1936.1566,1921.0781,1863.7324,1846.1606,1852.3345
4183.302734375,3954.8394,4411.7656,4333.9233,4515.08,4208.9336,3966.8638,3694.1003,4314.3047,4162.7344,4648.6934,3963.0667,3995.3425,3918.7664,4814.78,4337.088,4496.569,4623.6953
6876.51123046875,7102.8657,6613.6743,6738.045,7006.6855,7161.32,7134.7876,6665.081,6602.0664,6795.2554,6730.583,6772.0396,6751.3115,7007.1,6747.9946,6737.216,6906.36,7056.0195
3586.92626953125,3548.3713,3768.1335,3079.5452,4504.9155,3313.9583,3310.874,3953.9675,4142.8857,3030.195,3896.9065,3903.8462,3246.102,3873.0024,4450.1675,3458.9243,3122.7266,3460.4663
7401.9609375,7182.1533,6165.5967,6697.3105,7058.5522,7324.057,7332.8564,6413.855,5997.5884,6081.123,6849.8325,7099.997,7159.2754,7191.833,6183.43,6306.386,6723.5913,7173.589
1489.300537109375,1484.8633,1437.3406,1429.6604,1447.152,1462.3284,1489.9712,1490.945,1491.735,1449.5773,1484.5143,1465.6724,1473.5729,1492.8007,1462.7693,1438.4062,1466.1685,1494.8447
10357.1533203125,8384.172,10161.04,9313.945,8121.1836,8547.835,9195.995,7578.275,7645.997,8993.674,9047.853,9551.538,9836.96,9647.549,8603.142,8129.084,8239.697,7975.58
1142.73291015625,1192.2383,1177.7992,1202.0361,1210.287,1111.2766,1189.1442,1140.6703,1356.2244,1171.6111,1229.3672,1079.3044,1159.7505,1140.6703,1123.1372,1198.4264,1211.834,1068.4751
3776.48193359375,3853.948,3674.9924,3572.1104,3548.294,3794.064,3715.5535,3878.1453,3802.594,3871.8784,3647.9229,3749.4993,3793.7158,3999.48,3706.3271,3687.8745,3668.8125,3837.236
1538.8651123046875,1532.7294,1534.4974,1541.2269,1549.4409,1541.4315,1537.7302,1528.2034,1540.9961,1540.8773,1540.7783,1542.5597,1534.5503,1525.6963,1529.1666,1539.5842,1539.1752,1539.6897
7348.39794921875,7330.213,7325.5034,7337.5396,7376.395,7371.162,7402.168,7413.288,7418.9795,7400.4673,7382.413,7379.4043,7357.2944,7342.9033,7322.625,7352.7153,7368.807,7369.4614
1609.505859375,1609.5486,1607.7974,1609.1783,1629.1241,1616.1971,1654.8358,1647.4967,1676.5326,1637.9545,1636.3173,1595.0981,1568.0483,1577.2452,1596.6927,1585.7019,1593.3898,1592.7634
13814.9814453125,14105.265,13802.085,13378.033,13023.434,12891.209,13696.573,14596.764,14867.222,14962.049,14568.048,13578.54,13929.092,14001.339,13982.557,13444.1455,13085.538,12988.04
6076.1171875,6084.378,6071.911,6071.516,6079.51,6049.162,6072.7476,6073.9326,6084.61,6086.1206,6077.976,6073.979,6067.566,6071.911,6059.665,6067.8677,6067.705,6041.122
5978.33984375,5991.215,5968.2246,5959.1553,5961.4917,5926.3384,5954.6177,5967.297,5981.4785,5971.833,5969.3286,5969.489,5960.471,5960.4775,5942.821,5947.7886,5943.976,5909.4453
1346.862060546875,1353.8995,1353.0836,1354.3688,1357.9181,1350.5542,1357.5509,1362.5486,1368.7499,1366.098,1364.9965,1364.1398,1360.4271,1363.0382,1362.7118,1365.8533,1365.4861,1358.836
5051.9228515625,4952.705,4839.238,4697.2715,4516.7793,4607.553,4788.0454,4513.613,4420.2,4449.2266,4913.651,5047.7007,4942.15,4945.3164,4769.0464,4517.307,4544.2227,4592.776
6142.1884765625,6161.054,6149.261,6151.37,6158.508,6135.083,6149.0825,6133.526,6140.9556,6148.45,6139.2036,6133.266,6129.892,6133.98,6126.713,6148.7583,6144.8975,6114.5137
11272.142578125,11309.386,11302.765,11302.559,11354.285,11345.596,11446.567,11420.083,11432.084,11443.67,11451.119,11455.258,11434.566,11484.225,11446.98,11486.708,11522.71,11503.261
2667.791259765625,2597.4043,2647.312,2639.0513,2610.4836,2681.903,2579.8506,2600.1577,2626.6604,2590.3484,2644.3862,2613.9255,2608.0742,2512.2173,2670.7168,2609.623,2578.646,2645.7632
2550.100341796875,2554.1016,2557.3232,2543.6245,2531.6484,2563.52,2521.2734,2544.196,2551.0098,2533.756,2537.5283,2547.866,2551.2175,2548.3076,2553.6338,2555.2708,2534.63,2538.402
6167.81591796875,6166.8643,6130.29,6160.202,6214.0435,6171.351,6150.2764,6055.9175,6104.185,6150.6846,6247.3545,6271.284,6178.829,6201.5347,6169.4473,6191.8813,6222.0654,6214.723
7050.9501953125,7047.8496,7050.6235,7037.161,7062.373,7050.1343,7081.914,7065.4736,7072.001,7054.703,7045.075,7053.398,7049.4,7037.406,7040.588,7051.8477,7056.009,7045.891
4969.0693359375,5071.821,4980.3184,4904.0435,5151.251,5631.948,5761.177,5506.9727,5114.0737,5046.853,5002.268,5090.615,5198.58,5017.084,5123.265,5078.9546,5213.396,5658.562
3077.86181640625,3169.216,3166.421,3069.222,3048.3845,3166.9292,3272.0056,3309.043,2956.649,2947.5007,2998.3237,3018.653,3055.2456,3143.0422,3092.3464,2942.9268,3009.505,3169.5974
10509.16796875,10557.14,10535.839,10570.884,10600.316,10525.652,10553.339,10528.591,10531.243,10587.501,10533.32,10545.252,10517.454,10549.494,10552.765,10585.202,10578.043,10511.775
5666.259765625,5684.611,5665.84,5672.4966,5669.2583,5636.214,5652.166,5645.2095,5665.12,5674.8955,5663.321,5671.117,5661.522,5654.685,5656.244,5672.197,5646.8887,5616.543
9993.3818359375,10068.563,10147.862,10140.992,10200.688,10287.863,10259.91,10182.922,10119.673,10084.258,9976.685,9986.223,9947.898,10001.954,10083.962,10115.054,10169.301,10211.2295
6611.03564453125,6698.5464,6741.4893,6753.065,6736.635,6763.297,6754.4844,6716.6196,6693.916,6731.332,6698.5464,6653.176,6621.9395,6676.552,6714.0806,6770.4663,6750.451,6759.712
6698.24658203125,6675.311,6631.679,6596.2505,6551.1714,6561.3726,6616.722,6621.754,6592.8037,6592.0454,6619.8926,6662.6626,6674.794,6659.871,6619.203,6584.946,6563.7163,6565.3706
6722.79736328125,6701.369,6693.9346,6720.174,6739.361,6717.003,6727.3896,6735.917,6749.3647,6740.7275,6743.0234,6729.7944,6707.491,6689.0146,6694.6997,6709.35,6715.4727,6708.038
3313.16064453125,3275.605,3288.1636,3414.711,3652.4226,3656.9893,3595.4583,3505.8057,3500.9985,3477.9243,3446.4377,3457.254,3386.2288,3344.4067,3344.2866,3502.4407,3657.7104,3653.1438
7871.56640625,7984.926,7940.781,7905.738,7796.739,7657.0737,7750.501,7854.6304,7888.232,7899.9976,7899.553,7881.683,7896.287,7959.111,7923.275,7910.082,7818.9067,7695.7637
5399.84716796875,5414.0264,5437.72,5430.908,5461.8584,5329.973,5328.7954,5485.1084,5551.7476,5597.062,5491.328,5459.119,5435.277,5452.455,5453.714,5461.9326,5475.038,5352.9404
949.1593627929688,919.9234,942.6844,974.33136,1005.48804,1079.8921,1046.0059,1027.8497,978.2335,988.74713,995.21704,990.80945,968.8117,948.7436,956.3268,956.65533,1015.2738,1078.3555
2551.242919921875,2552.6704,2527.6624,2543.0217,2603.0066,2594.2441,2574.2327,2542.628,2573.4941,2549.8645,2553.0645,2556.4612,2550.5537,2541.545,2524.6104,2555.9688,2590.0596,2572.1157
8500.6376953125,8525.545,8506.8545,8473.053,8459.776,8378.742,8438.045,8486.118,8498.294,8523.732,8492.737,8522.307,8509.179,8520.973,8497.911,8491.704,8465.63,8372.468
854.5263061523438,858.28235,855.33295,863.1854,874.23315,874.04407,868.7818,867.6726,872.14716,861.9124,863.3493,850.745,841.61945,849.78705,858.8874,851.62726,861.74854,863.3745
964.573974609375,971.4437,975.96326,988.8891,1009.6639,1018.251,1001.60406,996.15045,994.76447,979.57886,978.1627,968.039,959.4519,965.71893,981.8386,977.43964,998.5006,1003.909
7731.0751953125,7741.1177,7856.416,7707.2446,7691.231,7674.62,7839.697,7831.446,7881.6035,7909.017,7737.969,7731.238,7558.996,7761.6367,7943.216,7684.0654,7608.503,7736.829
4322.189453125,4335.5957,4335.3486,4375.234,4379.579,4374.635,4357.8345,4375.6523,4383.3823,4365.5215,4351.992,4304.505,4299.941,4295.7197,4329.6436,4340.749,4336.7744,4348.978
7016.9833984375,6979.97,6901.013,6717.613,6438.862,6520.4443,6570.3926,6715.6274,6822.1523,6948.8486,6938.2188,6953.9717,7034.1455,6951.666,6867.394,6799.083,6550.157,6562.196
