V1,V2,V3,V4,V5,V6
3600.028076171875,3702.7947,3859.316,4007.9321,4222.1606,4404.7686
3874.802001953125,3989.7021,4168.3354,4341.583,4585.745,4795.797
2583.382080078125,2647.508,2767.2102,2868.7432,3007.683,3117.232
11246.208984375,11537.423,12028.6875,12532.613,13269.51,13851.9375
13717.677734375,14207.393,15048.756,15799.51,16886.809,17663.45
2885.75048828125,2947.8772,3063.9565,3164.2314,3301.0198,3398.025
14729.611328125,15080.889,15727.977,16341.171,17216.281,17894.184
3496.437744140625,3599.8887,3755.4658,3909.439,4127.568,4316.0244
3308.953857421875,3395.348,3562.0232,3709.5452,3914.1196,4050.231
4450.84765625,4545.465,4740.9126,4917.723,5148.0547,5292.37
1976.686767578125,2015.676,2035.5944,2076.7026,2185.6182,2285.634
3671.1806640625,3724.042,3897.8281,4038.1006,4203.94,4347.6675
13135.720703125,13629.521,14549.597,15364.158,16499.479,17373.129
3397.4150390625,3521.082,3775.9102,3991.1226,4269.5063,4497.5674
2775.95263671875,2841.9224,2986.996,3108.7861,3267.591,3395.9482
3794.1328125,3940.035,4170.3477,4364.884,4633.2095,4856.8145
2947.6083984375,3063.414,3249.7485,3413.4438,3636.3481,3831.3896
7380.1728515625,7598.6714,7942.5693,8333.968,8833.665,9301.0625
2357.019287109375,2443.8857,2604.5886,2745.0225,2935.4048,3089.5928
3221.2587890625,3355.6602,3601.1367,3819.955,4116.5264,4359.7812
18518.904296875,19101.225,19962.262,20788.46,22122.324,23147.605
2173.353515625,2242.2273,2349.495,2450.901,2611.5093,2735.1895
3277.81494140625,3353.1177,3515.2444,3672.0217,3826.7417,3912.3315
9229.9365234375,9278.31,9395.523,9506.783,9584.926,9584.926
7310.1103515625,7345.459,7409.216,7472.458,7516.162,7506.65
5984.6279296875,6036.4087,6207.0303,6361.5234,6478.6665,6568.646
5050.43408203125,5141.0664,5340.9106,5514.925,5685.3135,5815.824
1301.3316650390625,1316.6519,1360.3918,1401.1344,1432.8848,1455.3098
3516.131103515625,3552.906,3658.8315,3759.83,3812.9688,3808.042
3091.802734375,3130.9167,3198.2654,3261.4695,3294.1077,3293.3306
2061.86181640625,2063.5476,2068.868,2076.284,2076.5222,2086.798
8606.6572265625,8769.867,9035.499,9296.135,9565.93,9675.847
2871.0166015625,2941.957,3085.2026,3215.4878,3360.7795,3454.2302
3352.197998046875,3430.563,3588.564,3741.482,3883.81,3949.891
1783.3153076171875,1790.2139,1814.449,1837.3044,1857.8203,1871.7375
3954.16064453125,3997.9312,4131.9424,4251.492,4321.2935,4348.6743
2526.708740234375,2529.3076,2562.9495,2590.6233,2599.6716,2607.9497
10016.43359375,10076.248,10218.707,10411.286,10340.087,10325.912
1727.068115234375,1731.8339,1743.0496,1760.3768,1752.7903,1755.1088
5136.29931640625,5162.268,5189.6445,5222.7896,5196.9795,5173.31
4679.7568359375,4713.4775,4761.459,4858.313,4826.969,4886.166
3456.76806640625,3435.7583,3448.7988,3482.3057,3474.1553,3533.2
2664.2099609375,2729.6921,2855.3167,2960.9875,3092.5137,3193.126
2081.349853515625,2083.8647,2104.7092,2124.1565,2138.0156,2146.398
5668.2744140625,5701.6265,5762.1377,5810.028,5780.8926,5756.063
4310.462890625,4390.0693,4592.851,4783.261,4930.641,5005.9443
5237.12451171875,5245.4146,5331.427,5409.9775,5478.165,5533.296
4120.89306640625,4148.2324,4214.273,4276.5854,4324.163,4350.4375
1722.496826171875,1732.927,1768.8536,1806.2703,1854.2827,1891.0371
3706.271484375,3836.6143,3976.8984,4110.0024,4276.797,4379.5244
1672.321044921875,1674.8977,1686.3865,1731.1897,1758.7144,1798.0005
6553.4140625,6649.759,6846.7715,7038.843,7173.4785,7203.123
8245.1513671875,8324.827,8507.972,8690.5625,8823.909,8856.001
1900.0750732421875,1898.6772,1925.3761,1950.8169,1974.7201,1992.0533
3206.488525390625,3276.8135,3420.3933,3545.4155,3680.856,3781.134
10075.029296875,10109.9375,10199.74,10282.794,10343.008,10349.237
2609.703857421875,2608.7473,2626.1284,2641.3071,2645.2844,2654.5981
1607.110595703125,1609.254,1623.6903,1638.1897,1648.2343,1655.0006
2136.611328125,2198.8987,2308.358,2402.1802,2523.6277,2612.2375
4583.56640625,4681.4316,4860.851,5028.9023,5174.218,5253.301
1341.725341796875,1351.88,1396.6432,1435.9146,1468.658,1498.5001
4997.63134765625,5051.4424,5239.542,5416.689,5559.073,5652.408
3503.927734375,3583.653,3755.9336,3927.7556,4094.5376,4171.5137
3555.4541015625,3560.5886,3573.4382,3590.3125,3583.1624,3587.299
2901.505859375,2903.3098,2920.4092,2935.7554,2943.0222,2947.494
6835.3720703125,6895.9697,7052.019,7193.018,7298.371,7370.455
1933.357421875,1941.3691,1977.3533,2009.858,2033.8475,2050.512
2069.35546875,2089.9644,2110.2546,2126.555,2106.063,2105.352
1740.199951171875,1744.9276,1757.2482,1781.713,1790.1765,1823.7661
3680.017822265625,3678.3928,3694.7341,3726.7852,3717.6665,3733.2856
2876.6025390625,2892.858,2918.8042,2945.8965,2969.1335,2970.2798
8053.59228515625,8115.511,8241.42,8361.944,8436.91,8435.667
6796.2373046875,6895.718,7056.5215,7205.5146,7365.409,7454.442
1926.7255859375,1934.4918,1941.9067,1958.1921,1947.4335,1941.1038
3241.52587890625,3256.7385,3289.6514,3317.0396,3306.0173,3308.5225
2504.049072265625,2516.764,2541.0444,2559.4233,2559.1858,2562.196
3422.8349609375,3481.7358,3626.2905,3758.3315,3840.7495,3854.9893
9055.0634765625,9070.383,9102.059,9131.141,9113.893,9096.028
6943.06591796875,6970.8794,7022.7695,7070.924,7089.3965,7081.717
3021.5,3089.6787,3209.976,3316.638,3431.7842,3508.7505
1775.907470703125,1777.4408,1798.7327,1816.175,1818.4752,1823.906
4103.95458984375,4121.119,4143.2173,4185.144,4162.484,4166.7607
2149.952880859375,2165.339,2197.1372,2272.3755,2253.1428,2291.4543
2040.8231201171875,2050.272,2061.1587,2086.6638,2073.3123,2076.051
3108.131103515625,3106.7307,3126.6165,3171.0093,3165.1975,3191.455
2180.560791015625,2157.6357,2170.7622,2238.613,2224.1924,2248.042
7472.3046875,7502.136,7551.9736,7608.1045,7574.557,7559.992
1386.4161376953125,1401.7561,1431.7833,1457.6143,1469.5505,1476.1715
7511.06298828125,7538.59,7660.3496,7770.4565,7836.9937,7875.835
2078.400146484375,2080.504,2103.0276,2122.6135,2122.8674,2127.1836
3958.531005859375,4026.1826,4140.6245,4246.125,4401.098,4512.5596
16874.83203125,17541.383,18148.82,18613.57,19208.777,19914.059
14464.751953125,14874.207,15711.5625,16486.207,17511.691,18352.734
3053.676513671875,3160.7534,3346.6387,3515.392,3745.8213,3937.7031
3823.19677734375,3982.1252,4230.369,4493.0605,4858.202,5177.372
3798.44482421875,3973.5024,4252.456,4539.949,4929.915,5274.338
3564.560546875,3656.9473,3837.5784,3992.5234,4177.2974,4311.5273
10589.169921875,10971.43,11763.133,12425.717,13271.786,13920.779
3595.4619140625,3713.689,3947.9536,4183.313,4487.638,4748.176
2725.5595703125,2810.9097,2942.5042,3045.5452,3174.6567,3290.733
13742.783203125,14170.643,14904.586,15546.375,16402.092,17145.91
2473.93896484375,2530.5908,2664.5496,2775.7883,2867.848,2961.088
2492.85107421875,2579.2615,2777.0547,2932.435,3107.6345,3265.3933
21214.123046875,21788.46,23189.143,24390.564,25978.785,27133.32
2771.302978515625,2857.7698,3009.268,3143.691,3321.7107,3449.5942
2352.464111328125,2426.6997,2524.2964,2605.7998,2724.681,2824.873
6920.3876953125,7138.6494,7467.8013,7812.795,8307.402,8722.803
3939.765625,4048.6267,4321.6084,4548.172,4832.205,5056.5576
1952.3736572265625,2004.0206,2093.9321,2170.4617,2272.0828,2349.0303
2825.94677734375,2898.0122,3025.2896,3142.1057,3300.7664,3433.2744
7705.083984375,7897.6772,8440.439,8904.414,9493.136,9987.75
16655.7890625,17370.617,18889.229,20121.91,21678.645,22904.973
3776.16455078125,3918.668,4222.3203,4505.995,4873.574,5182.5537
7575.6767578125,7888.525,8575.622,9183.776,9996.598,10633.99
3192.2734375,3250.4797,3369.4077,3482.9458,3563.4287,3592.1726
1638.626220703125,1649.2455,1677.9463,1703.203,1711.2393,1709.8999
1222.391357421875,1237.2799,1267.1478,1296.7434,1320.5288,1327.9731
2619.46826171875,2617.255,2642.8662,2668.7483,2678.2341,2673.988
1519.469482421875,1536.0214,1576.2007,1610.0625,1621.3076,1624.7191
1232.7762451171875,1251.7261,1288.6837,1322.7098,1347.1039,1359.8767
2260.71337890625,2280.9766,2346.2695,2405.3276,2443.776,2473.5647
3527.673828125,3593.6748,3749.2485,3888.5366,3978.9666,4029.5388
4076.860595703125,4100.697,4183.061,4256.6963,4301.0117,4330.332
1211.931640625,1214.6681,1228.2236,1240.4027,1239.0374,1242.3188
2820.752197265625,2840.8914,2874.6243,2914.702,2888.9043,2901.6272
14107.3515625,14533.365,15241.545,15905.462,16868.143,17546.814
3338.0517578125,3426.004,3582.6917,3724.5977,3926.3704,4080.102
7143.35009765625,7356.7812,7745.005,8085.3906,8545.371,8880.236
2727.2666015625,2803.1528,2976.8557,3111.919,3248.375,3382.046
3591.358642578125,3699.5225,3865.0,4014.964,4241.634,4420.9014
9980.603515625,10335.011,10952.365,11469.686,12152.776,12698.678
10220.9609375,10526.606,11064.488,11547.648,12190.971,12639.429
3923.75390625,4041.9395,4256.12,4436.534,4674.8345,4860.0723
2444.58935546875,2517.056,2646.6084,2756.6394,2898.6147,3009.2373
3902.658203125,4004.6,4176.4688,4329.803,4542.112,4701.3433
4379.54443359375,4502.797,4753.534,4961.9526,5229.617,5446.499
2492.357421875,2563.698,2704.5576,2821.7383,2972.9194,3092.5288
7355.28662109375,7383.838,7418.1235,7461.4883,7470.0894,7445.122
7258.6953125,7452.2637,7874.3223,8243.498,8584.737,8842.163
3016.63916015625,3098.631,3243.6416,3367.646,3537.7285,3665.7986
9830.8544921875,10111.359,10614.412,11050.236,11646.018,12105.024
3163.49658203125,3236.8643,3366.3015,3482.6162,3644.2637,3774.2974
7801.5576171875,8077.6426,8550.607,8953.419,9394.702,9729.625
18268.95703125,18753.299,19472.775,20180.195,21197.11,21892.469
2801.912109375,2880.5332,3023.6033,3152.5012,3333.3633,3468.3352
18466.55078125,18917.408,19843.494,20676.16,21817.52,22702.988
3608.69775390625,3708.6362,3860.5427,4014.0483,4237.111,4420.198
3493.894287109375,3584.231,3722.937,3862.3545,4061.522,4226.5464
9192.142578125,9538.951,10128.526,10634.289,11258.545,11706.506
4425.7666015625,4533.2886,4732.5615,4907.4634,5122.507,5273.5146
13743.7890625,14204.785,15118.654,15886.305,16861.098,17592.195
2923.754638671875,2977.7466,3064.9265,3156.5642,3302.194,3417.1128
3587.2861328125,3676.8523,3858.2908,4005.1328,4185.8027,4331.1074
16484.98046875,17127.336,18509.12,19622.54,20975.771,22077.771
2637.364990234375,2712.917,2858.4243,2976.5715,3125.81,3246.4443
5529.150390625,5684.067,5918.1333,6127.1694,6334.176,6466.7686
4495.9833984375,4647.9966,4916.8467,5149.2637,5465.8535,5707.0645
3285.71533203125,3366.84,3525.6523,3658.3394,3824.0266,3956.7139
8404.84375,8745.982,9352.924,9867.475,10509.951,10996.074
3066.9921875,3140.9385,3268.3774,3381.0273,3504.376,3588.0767
5160.8857421875,5305.113,5576.3965,5798.46,6078.9014,6326.1475
4038.18359375,4170.132,4421.623,4632.5146,4891.9,5091.5137
2557.54345703125,2623.1006,2717.075,2805.422,2928.0952,3005.188
3356.3388671875,3400.0881,3548.976,3707.7432,3935.662,4090.1953
2864.39892578125,2941.3044,3088.2656,3210.318,3368.4883,3504.2407
3552.84326171875,3637.3643,3760.0427,3880.6697,4056.2764,4157.209
4591.966796875,4744.3467,5036.806,5297.833,5657.258,5914.1846
15642.48046875,16344.215,17559.414,18563.523,19835.773,20828.473
5257.13037109375,5407.459,5698.7617,5948.641,6245.289,6460.426
6313.33984375,6486.417,6925.568,7280.333,7717.7617,8101.803
4622.9853515625,4769.8203,4999.4395,5210.9307,5528.7715,5768.0586
2860.54541015625,2923.0278,3043.1445,3151.4116,3300.0764,3413.7295
3927.280029296875,4037.1262,4215.626,4381.2534,4612.96,4805.191
4242.638671875,4384.2295,4628.2354,4843.1396,5137.5137,5378.162
3481.52001953125,3572.231,3735.8809,3871.3918,4040.225,4174.9956
7661.0390625,7995.1445,8660.512,9209.297,9917.316,10477.477
3265.38134765625,3357.7034,3486.8533,3622.5615,3736.5767,3751.7114
11819.962890625,12297.46,13209.784,13957.523,14835.306,15534.279
2911.4833984375,2987.017,3117.1501,3221.2566,3357.0476,3478.128
3368.27001953125,3465.042,3598.2148,3727.8364,3916.9414,4034.1335
2329.49267578125,2383.1697,2475.701,2560.596,2682.324,2773.9568
5353.62841796875,5516.1113,5815.35,6087.5083,6458.5103,6756.3955
2956.670166015625,3021.161,3106.455,3191.0557,3255.5464,3269.4153
2663.009765625,2739.0605,2883.6812,3007.1074,3169.1826,3303.8296
9378.5166015625,9643.029,10202.35,10663.789,11248.745,11726.498
3514.00341796875,3611.2476,3775.6926,3930.6504,4151.2285,4328.323
2812.622314453125,2899.1067,3038.94,3156.9033,3321.9197,3463.0781
4503.60888671875,4639.676,4928.742,5173.0576,5487.5225,5731.838
3448.1884765625,3598.9214,3906.9126,4162.702,4494.184,4757.8037
3457.30322265625,3544.4072,3683.2808,3847.6284,4092.5059,4286.4355
3133.615966796875,3197.4534,3343.3672,3460.4517,3607.5422,3725.2148
13176.2001953125,13625.978,14560.579,15312.154,16235.074,16990.545
8564.01953125,8801.027,9304.404,9725.982,10271.308,10707.568
3208.00048828125,3290.5159,3422.285,3539.3418,3705.6523,3844.4575
4057.052490234375,4163.177,4393.4297,4583.8853,4826.456,5022.5967
2625.86572265625,2699.174,2828.2666,2941.0037,3092.8774,3216.713
4732.736328125,4867.973,5128.132,5353.9087,5658.7646,5901.7324
2971.72802734375,3037.3337,3169.4521,3283.1287,3412.5261,3508.6672
4102.01953125,4265.339,4593.3794,4872.354,5241.049,5534.0425
3087.551513671875,3182.58,3381.0464,3546.715,3762.0005,3930.1924
4234.5400390625,4333.8965,4531.761,4692.2607,4889.2754,5047.2275
4929.72998046875,5059.3896,5326.5664,5542.1045,5809.2812,6023.6963
8355.505859375,8535.667,8900.689,9221.847,9646.4,9989.491
2794.09912109375,2867.9136,2996.5862,3106.3027,3252.2085,3376.2856
4813.16015625,4961.759,5262.272,5517.0117,5834.1094,6067.621
7021.5556640625,7057.579,7157.301,7238.006,7260.2695,7259.651
6034.130859375,6093.362,6228.104,6349.3374,6440.089,6499.6665
3548.986328125,3534.001,3542.881,3562.8616,3548.2463,3614.2925
5064.04052734375,5102.866,5153.1885,5192.343,5172.1084,5155.8164
3590.806640625,3646.8572,3734.3594,3809.9136,3839.784,3840.8381
8982.5556640625,9026.873,9088.178,9141.126,9100.727,9091.3
1938.8809814453125,1947.5387,1957.6855,1975.3164,1964.8792,1965.6301
4185.1787109375,4265.23,4407.226,4543.9805,4633.5615,4645.9507
4879.7431640625,4906.6943,4953.343,4988.88,4977.218,4959.587
1092.994384765625,1098.0258,1103.135,1109.6852,1104.4092,1102.3901
2641.236328125,2654.7444,2695.346,2731.419,2733.261,2721.9785
2944.34814453125,2961.6223,2999.172,3034.2542,3049.5942,3043.0579
2026.9014892578125,2045.0198,2055.3225,2066.6868,2052.4207,2049.8223
3473.681396484375,3509.6775,3524.8218,3547.911,3516.6472,3515.3853
1320.4912109375,1332.4891,1342.2426,1351.0883,1344.751,1341.0543
3321.044189453125,3405.0444,3554.9639,3692.0762,3890.2107,4031.8433
3299.102783203125,3372.755,3509.537,3645.0044,3834.3955,3983.6724
12301.55859375,12561.412,13028.229,13499.643,14164.224,14695.428
2011.9775390625,2035.1409,2074.1775,2110.1572,2164.4795,2197.8723
2806.608154296875,2842.2827,2914.5352,3006.2053,3146.646,3251.4119
3367.39697265625,3420.4836,3532.3447,3666.3252,3860.3442,4003.8044
3033.33349609375,3110.1353,3254.1384,3378.3013,3545.9849,3679.7476
2638.395263671875,2706.7888,2812.9268,2911.1182,3059.8247,3176.7463
6245.2333984375,6456.977,6835.603,7167.574,7634.1274,7993.0146
9541.158203125,9699.42,9910.914,10171.325,10602.947,10965.509
2419.328369140625,2465.0098,2505.085,2546.1982,2598.5244,2631.7473
3339.48095703125,3426.4326,3521.012,3611.7773,3723.8994,3787.9692
2518.301025390625,2589.7407,2705.4048,2817.667,2970.7517,3104.559
2879.88134765625,2942.3462,3070.7783,3194.54,3360.3345,3495.188
3895.82080078125,4009.8728,4224.588,4407.0713,4626.249,4791.872
4084.19677734375,4180.4316,4374.635,4545.4297,4782.115,4965.048
3125.060546875,3218.2175,3361.9873,3505.0234,3705.274,3880.585
4970.908203125,5015.0635,5085.502,5182.749,5327.831,5457.1436
3567.345947265625,3665.4963,3846.5012,4008.8105,4236.5537,4411.61
2360.30322265625,2423.1423,2509.1575,2588.9604,2703.1697,2795.3972
2854.240478515625,2896.6636,2945.3413,3012.5112,3098.7173,3121.0166
5000.552734375,5140.547,5353.257,5574.802,5850.713,5983.9116
7821.71630859375,8024.09,8410.6045,8798.941,9311.256,9737.881
2956.39501953125,3034.5005,3175.0898,3293.81,3453.77,3583.7373
8931.70703125,9210.439,9792.791,10297.994,10974.915,11524.914
2569.616943359375,2634.9175,2755.5571,2867.3428,3019.526,3145.6997
2674.93017578125,2753.2124,2893.9265,3009.0857,3134.5962,3240.698
7784.6328125,7863.0703,8051.0044,8224.198,8339.485,8399.498
2339.58740234375,2348.4004,2389.2927,2425.4846,2443.1106,2453.3337
4506.2294921875,4537.3438,4644.3774,4743.322,4801.506,4828.264
1408.3626708984375,1413.831,1437.3656,1459.0312,1470.937,1475.9208
1666.1602783203125,1681.0048,1707.4526,1732.6829,1719.187,1709.5249
4819.14208984375,4835.559,4907.8394,4967.009,4956.811,4981.801
5439.53173828125,5500.7046,5641.677,5772.912,5853.3467,5894.834
5701.45751953125,5756.9233,5772.6313,5796.504,5771.9805,5899.0933
6694.0556640625,6677.273,6735.802,6798.2886,6810.2163,6866.898
2963.0400390625,2979.6306,3004.7922,3023.4597,3015.7825,3006.5276
6330.88525390625,6376.6187,6400.059,6433.759,6396.045,6394.575
4071.105712890625,4188.177,4364.978,4510.242,4638.3037,4773.0547
4479.27197265625,4538.939,4599.3975,4646.656,4642.1675,4715.563
6044.16943359375,6061.6367,6095.0596,6118.6455,6111.653,6102.4673
4889.9541015625,4913.227,4950.722,4987.212,5007.8994,5005.026
2878.577392578125,2877.414,2891.278,2909.2466,2924.8882,2918.2954
3318.31298828125,3411.0667,3550.574,3690.0815,3902.7358,4077.6858
2713.142578125,2800.9988,2963.0842,3100.7852,3285.104,3433.5627
4330.490234375,4381.6304,4472.65,4566.0156,4707.2373,4815.616
3955.079345703125,3973.1956,4011.2627,4037.9783,4039.3542,4037.6343
3678.88818359375,3759.789,3935.1365,4081.1343,4236.1626,4361.0884
8715.091796875,8716.707,8756.6,8801.499,8829.602,8814.742
2223.272216796875,2231.5464,2241.6863,2256.085,2249.7983,2254.6248
1333.839599609375,1332.3079,1335.0212,1341.5421,1337.2095,1351.9142
4730.97119140625,4823.4624,4987.936,5131.096,5300.798,5416.613
1881.964599609375,1894.3313,1924.0292,1951.2448,1967.9996,1973.496
10402.6416015625,10631.887,11002.997,11288.23,11085.276,11005.397
5253.4912109375,5279.0464,5318.7925,5352.7905,5329.874,5323.956
1231.5924072265625,1236.2003,1250.7196,1261.555,1261.0988,1260.5057
4401.775390625,4427.965,4453.18,4476.413,4450.8555,4456.6987
6074.5498046875,6078.0376,6104.0513,6159.769,6162.405,6196.2856
9539.7763671875,9680.445,9721.318,9817.275,9715.094,9792.275
6345.77734375,6556.0146,6877.3525,7185.0166,7658.477,8036.2197
2690.15771484375,2769.5703,2899.342,3029.1138,3209.2446,3358.3853
4030.684326171875,4116.8022,4304.84,4469.175,4685.655,4858.6807
3940.138671875,4009.5237,4130.1216,4290.368,4521.652,4711.635
3404.4345703125,3492.3982,3670.7468,3839.4114,4071.0225,4250.985
18725.859375,19197.188,19831.668,20524.156,21521.195,22423.969
3566.1875,3636.715,3717.8218,3837.7183,4033.079,4217.156
3017.64794921875,3083.3745,3174.1665,3281.1113,3443.7568,3582.4512
2575.087890625,2649.2095,2756.3433,2877.8032,3059.0588,3210.4165
2188.163818359375,2247.8623,2355.958,2449.3135,2578.537,2679.7544
6228.5830078125,6399.171,6758.543,7058.7783,7424.216,7715.353
3294.47021484375,3360.914,3501.5427,3638.9458,3828.601,3971.81
13222.677734375,13632.356,14451.714,15208.889,16240.4,17052.441
3527.62939453125,3616.2898,3768.5034,3931.7012,4154.5293,4342.834
3194.646728515625,3271.1663,3419.666,3550.0083,3724.4468,3864.5164
3538.982177734375,3616.8608,3722.351,3859.7012,4065.0178,4243.431
3287.100830078125,3371.5952,3534.084,3672.7412,3856.1733,3994.8306
19692.80859375,20374.111,21748.518,22916.469,24456.04,25665.28
2964.869384765625,3025.6453,3110.5122,3216.733,3376.064,3512.9463
3968.31298828125,4070.015,4253.679,4413.3125,4628.7314,4788.365
5942.2470703125,6095.1924,6436.162,6726.618,7099.8604,7419.783
4527.2705078125,4664.989,4962.003,5213.3223,5538.2607,5780.6953
3693.28466796875,3811.4585,4045.7861,4251.833,4524.542,4746.749
4156.8837890625,4235.6377,4420.1914,4588.836,4820.3237,4991.3545
3610.520263671875,3693.4785,3850.8135,3995.9907,4196.2354,4351.425
16716.68359375,17181.2,18073.879,18901.928,20036.963,20929.64
4099.8798828125,4201.8687,4394.663,4562.8545,4783.8296,4940.391
10077.33203125,10408.785,11054.474,11611.201,12368.809,12934.1455
3074.09814453125,3134.747,3228.7258,3335.8179,3500.827,3628.1353
12324.62109375,12573.553,13064.093,13588.801,14308.747,14870.0625
3578.0146484375,3666.2197,3812.4336,3975.3345,4205.7803,4394.11
3702.110107421875,3803.0112,4003.9402,4177.787,4411.0396,4590.128
7313.7275390625,7577.129,8090.4805,8534.339,9130.634,9596.91
3087.1650390625,3161.293,3280.0347,3420.7402,3617.7283,3783.143
3561.99560546875,3648.3381,3819.674,3982.4658,4136.263,4220.807
6545.15673828125,6619.273,6747.831,6869.651,6896.6025,6858.8706
5087.8798828125,5163.5747,5278.7427,5399.4834,5481.2153,5481.2153
1509.8704833984375,1524.953,1542.7964,1561.1,1562.0203,1554.3512
4163.4150390625,4261.5825,4410.6514,4562.318,4691.65,4720.7363
5634.19873046875,5703.078,5785.221,5865.5024,5865.5024,5838.9746
3639.677490234375,3714.704,3876.8828,4029.2095,4240.648,4381.607
6746.0322265625,6852.8447,7012.2656,7187.629,7467.1475,7642.511
3757.71923828125,3838.9297,4017.001,4177.3076,4325.3477,4430.245
5615.42041015625,5718.6577,5890.0103,6058.1704,6206.1084,6266.7734
1156.6788330078125,1161.1705,1177.7128,1192.4437,1200.7993,1204.3252
6278.22314453125,6414.97,6625.3115,6809.649,6682.5405,6648.404
3098.93603515625,3113.7002,3128.2393,3151.8193,3135.349,3137.1616
7927.04052734375,7953.8657,8015.582,8080.5854,8050.963,8062.42
3228.65234375,3233.1958,3245.0715,3276.358,3276.2695,3293.2188
5971.34521484375,6008.308,6044.201,6119.1978,6071.4375,6092.6426
4960.06201171875,4982.3823,5048.93,5103.491,5159.1543,5212.062
1209.3348388671875,1212.0419,1224.1173,1235.9646,1233.1409,1237.5782
5065.94091796875,5171.431,5309.818,5455.041,5354.429,5336.512
1392.0894775390625,1399.5902,1406.2678,1419.44,1411.3903,1413.2747
2694.540283203125,2697.3337,2701.1262,2721.8552,2725.1387,2736.4326
4847.3603515625,4848.2686,4896.694,5024.1133,4972.3584,5024.7188
2458.422119140625,2486.851,2528.1428,2568.1377,2565.5435,2545.654
3128.94287109375,3147.3406,3192.7803,3229.5017,3233.6392,3233.6392
5090.35546875,5122.184,5262.4175,5378.386,5457.1694,5540.994
2574.4248046875,2591.0771,2612.9827,2641.331,2628.6436,2646.3862
4698.390625,4662.3125,4692.761,4775.4087,4767.9883,4816.9883
6282.89306640625,6300.2393,6333.3545,6378.735,6415.354,6402.2134
1049.176513671875,1057.0311,1061.7368,1067.4323,1059.509,1057.6427
1110.831298828125,1120.039,1128.9276,1154.2783,1147.1036,1167.3324
3169.29833984375,3254.1116,3386.351,3508.8975,3693.7559,3841.9197
6693.65576171875,6917.122,7253.2607,7555.597,8008.1636,8342.424
4740.814453125,4839.521,5014.3857,5169.2534,5371.7725,5513.0254
3464.83837890625,3578.6177,3779.6135,3945.1914,4163.896,4349.8394
4106.486328125,4202.9004,4380.2695,4534.8574,4745.585,4906.6816
3242.463623046875,3336.8474,3490.1729,3625.0066,3816.0854,3962.4766
3880.03857421875,3967.2656,4128.597,4273.7188,4469.787,4605.645
2988.71826171875,3075.6958,3209.772,3326.6587,3488.925,3612.0
5015.7646484375,5157.7407,5378.842,5569.64,5827.7783,6023.066
2206.42919921875,2275.2922,2403.1377,2512.7197,2649.847,2748.0515
3435.75,3511.7192,3657.7124,3789.8328,3974.1406,4112.2065
3069.645751953125,3147.3142,3294.651,3425.9873,3607.3247,3743.9946
2913.01611328125,2980.1892,3095.3428,3194.5942,3325.6501,3423.2566
2809.848876953125,2883.556,2994.8684,3094.1475,3238.553,3348.662
2700.77392578125,2769.9175,2858.974,2939.734,3062.5327,3156.568
3139.80859375,3214.1218,3348.085,3470.7183,3633.3403,3740.6445
14387.55859375,14853.329,15716.148,16430.076,17369.252,18113.72
7050.2548828125,7239.5767,7579.308,7862.168,8225.846,8522.175
8513.453125,8777.256,9110.825,9431.313,9906.595,10244.524
3380.06201171875,3458.6218,3590.0063,3718.0044,3908.3086,4049.8518
3070.61181640625,3145.855,3259.6084,3373.9546,3539.845,3677.8896
3817.864990234375,3912.2224,4085.872,4242.077,4457.7515,4629.0225
6989.3310546875,7188.6885,7523.3525,7822.789,8247.124,8588.193
3692.3720703125,3783.6484,3939.6086,4082.632,4275.9653,4439.113
3016.05859375,3087.4336,3212.4827,3327.2534,3481.4233,3611.6113
3038.407958984375,3126.7544,3265.8533,3394.4258,3583.149,3716.9844
2235.15673828125,2280.8625,2348.2627,2417.3481,2531.9285,2610.7024
3848.0576171875,3933.6904,4099.7207,4242.567,4429.538,4569.3926
3074.234130859375,3158.4475,3282.8535,3390.034,3542.5112,3666.2793
3836.2314453125,3942.5625,4112.8687,4263.7617,4469.3643,4621.1396
6904.36279296875,7111.867,7492.5854,7816.152,8234.678,8544.176
6218.6533203125,6357.3667,6689.288,6970.9614,7268.204,7515.907
3003.755615234375,3075.7285,3168.8364,3266.5142,3424.7407,3562.4033
5466.51318359375,5607.5312,5797.8203,5985.844,6291.666,6545.385
3648.524658203125,3740.128,3880.273,4007.8909,4167.6094,4271.7393
3138.212890625,3216.1406,3357.034,3476.1074,3636.9502,3767.869
5084.1767578125,5235.377,5491.442,5735.313,6068.1973,6349.8687
3327.025146484375,3453.6948,3691.9417,3894.613,4152.2646,4345.2334
6067.51220703125,6246.6675,6536.1265,6779.216,7100.993,7351.108
9718.7705078125,10032.345,10576.377,11034.774,11603.993,12039.723
8842.4638671875,9131.505,9690.156,10156.508,10754.021,11232.519
8083.1298828125,8368.65,8855.383,9251.064,9700.703,10082.895
3545.594482421875,3624.8442,3765.5862,3887.2556,4049.0432,4170.055
3613.92138671875,3719.0469,3902.6892,4060.5957,4264.7397,4416.539
3278.61669921875,3372.6667,3492.304,3620.9312,3806.9565,3979.1511
5273.78564453125,5433.2803,5636.1665,5847.2617,6162.7324,6451.2295
18305.763671875,18823.73,19665.16,20383.969,21250.77,21876.557
3776.87841796875,3860.2715,4002.217,4134.2266,4327.982,4472.0566
1040.8438720703125,1046.3159,1050.0894,1054.136,1049.0344,1046.9956
